pathway	LV index	AUC	p-value	FDR
KEGG_PROTEASOME	119	0.395817802296109	0.878355991223777	0.960270589492999
PID_ATM_PATHWAY	119	0.64376798650392	0.0816816805060608	0.22231932135267993
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	119	0.615287722089631	0.0855839879017632	0.23018037643903147
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	120	0.549434394777495	0.258514651088455	0.4786404312427446
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	120	0.511378999549347	0.427562629185206	0.6503896975687513
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	121	0.406809033989267	0.844044525909775	0.9442913104015858
MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	121	0.48110016910375	0.58611344698817	0.7770416134932284
IRIS_DendriticCell-LPSstimulated	123	0.794099674201106	2.25635226689711e-17	2.862912846880627e-15
SVM Dendritic cells activated	123	0.754810238305384	2.48472051381609e-4	0.002371478826681994
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	123	0.444619458211691	0.774993960809597	0.9097500308308202
KEGG_ALLOGRAFT_REJECTION	123	0.33083432304038	0.837294807271374	0.9397820648181602
PID_HIVNEFPATHWAY	123	0.746537602382725	0.0036392106067672	0.020766606557663627
PID_TNFPATHWAY	123	0.604756934088876	0.111575747470126	0.2753648596030455
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	124	0.722393008877068	5.09247065810723e-4	0.004376278569536771
KEGG_CARDIAC_MUSCLE_CONTRACTION	124	0.509825294908168	0.449616604032477	0.6710071480551094
REACTOME_TRNA_AMINOACYLATION	124	0.404134988073942	0.866226866927111	0.9560054809564732
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	124	0.864341334017884	1.18121452433629e-8	3.1006268062843634e-7
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	124	0.648818983198185	0.0216384761957981	0.08364550744504749
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	125	0.455068222487325	0.691642680893687	0.8538491185837608
MIPS_PA700_20S_PA28_COMPLEX	125	0.304140601727733	0.979257873341439	0.98771428624156
IRIS_CD4Tcell-Th2-restimulated48hour	126	0.540000994431185	0.319239695474328	0.5469420358523635
IRIS_MemoryTcell-RO-activated	126	0.438510119846835	0.764941244383803	0.9026139300524414
REACTOME_DNA_REPAIR	126	0.412550759512709	0.93745097930686	0.9797023641458248
REACTOME_METABOLISM_OF_NON_CODING_RNA	126	0.360535341485237	0.938592753276048	0.9804089921629227
PID_PLK1_PATHWAY	126	0.424940369707812	0.796705200525661	0.9221425227792366
IRIS_CD4Tcell-Th1-restimulated48hour	127	0.573769793972416	0.219959176861807	0.42936827555739154
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	127	0.439074745663719	0.788490619204738	0.9180574618262024
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	127	0.512881892697466	0.44270672227803	0.6634704144584157
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	127	0.370276866895215	0.92676984117054	0.9739946098167643
PID_AURORA_A_PATHWAY	127	0.308705357142857	0.968265305643225	0.9847171772063592
PID_FASPATHWAY	127	0.486944308484603	0.5544448194231	0.7576488053092746
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	128	0.557171506231769	0.256175941287082	0.47553485831001363
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	128	0.437896825396825	0.719552487233184	0.8758886653284299
KEGG_VIBRIO_CHOLERAE_INFECTION	128	0.49791169451074	0.509588242292247	0.7245760307345925
KEGG_VIRAL_MYOCARDITIS	128	0.754975839240479	0.00497049058173212	0.026623198810113935
PID_AURORA_A_PATHWAY	128	0.398462301587302	0.828828548064068	0.9377032032613609
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	129	0.527183454843029	0.403661982099376	0.6323158281687393
REACTOME_POTASSIUM_CHANNELS	129	0.477619402985075	0.611797367499836	0.7983344958845411
PID_ATR_PATHWAY	130	0.508206143431892	0.464208616340048	0.6828511506003618
BIOCARTA_CARM_ER_PATHWAY	130	0.534291102178552	0.36388730601206	0.5923810709947271
MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	130	0.528789084518717	0.360472472722208	0.5877090881797451
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	131	0.647578558572071	0.0149203745362521	0.06347780645896604
PID_EPHBFWDPATHWAY	132	0.525664488944692	0.397750373778518	0.626803497268797
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	132	0.45807563338301	0.674496434371318	0.8444425207120884
KEGG_PROPANOATE_METABOLISM	132	0.46843998015873	0.616057611971349	0.8014694023053075
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	133	0.50066099512302	0.495257147163063	0.710758261098288
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	133	0.557337401399018	0.294706185695532	0.5188707146938352
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	133	0.623728729473632	0.121935888000329	0.2931330811366912
PID_MAPKTRKPATHWAY	134	0.534633323409745	0.376696113965102	0.6081837708253929
BIOCARTA_FMLP_PATHWAY	134	0.590963227631383	0.204567020009004	0.4066830065985453
PID_IL1PATHWAY	134	0.64875192298149	0.088527851245829	0.23651063023687693
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	134	0.394106024455711	0.866476919457536	0.9560054809564732
PID_AR_TF_PATHWAY	134	0.51957842552557	0.41879533931622	0.6449462497476958
PID_RAC1_REG_PATHWAY	135	0.698582918422061	0.0190426118578161	0.0766323018233383
REACTOME_NEURONAL_SYSTEM	135	0.574938326153393	0.044048496837708	0.14374070753242987
REACTOME_L1CAM_INTERACTIONS	135	0.636201397764038	0.0260151968662143	0.09625176610707419
DMAP_MEGA1	136	0.347913263032823	0.868775929209246	0.9572205777889483
DMAP_PRE_BCELL2	136	0.555753526354863	0.340755885046541	0.5676233309482781
REACTOME_SIGNALING_BY_PDGF	136	0.611246093861988	0.0149154731424354	0.06347780645896604
KEGG_ECM_RECEPTOR_INTERACTION	136	0.799754498778725	4.56419111728784e-6	7.292563140733237e-5
REACTOME_MUSCLE_CONTRACTION	136	0.751250239407546	0.0023189383482305	0.014931194080994593
REACTOME_COLLAGEN_FORMATION	136	0.870741205762806	1.43719522035476e-5	2.00001941310014e-4
REACTOME_CELL_JUNCTION_ORGANIZATION	136	0.616725063366632	0.0800241766145718	0.2215674042882017
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	136	0.439486786671773	0.752365419348664	0.8946483956459301
PID_INTEGRIN1_PATHWAY	136	0.883285254816141	4.59563919848253e-7	9.351692218044167e-6
KEGG_BASE_EXCISION_REPAIR	137	0.549364795791772	0.324000646726287	0.551371118756376
ST_ERK1_ERK2_MAPK_PATHWAY	137	0.43139880952381	0.737216324206363	0.8849968120577586
KEGG_GLIOMA	138	0.652457167701526	0.0243673331181476	0.09125058599972981
PID_AJDISS_2PATHWAY	138	0.687297803507577	0.0267831584743049	0.09825046399502664
BIOCARTA_FAS_PATHWAY	138	0.622643849206349	0.120951120648502	0.2918250192827951
ST_FAS_SIGNALING_PATHWAY	138	0.410578660616024	0.876355885422973	0.9600302919539628
PID_P53REGULATIONPATHWAY	138	0.619675470160907	0.0609081154455232	0.18374658044194903
KEGG_MELANOMA	138	0.618346021794298	0.0722508178664804	0.20751666329959817
DMAP_MONO1	140	0.590362615634489	0.0770425568433345	0.21779920722289975
SVM Neutrophils	140	0.732264373904894	0.00161545783612418	0.011313449845843688
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	140	0.712534913822467	2.40755865440163e-8	6.038493043656181e-7
REACTOME_INTERFERON_GAMMA_SIGNALING	140	0.861330681912337	1.69317351849014e-5	2.2826095496145197e-4
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	140	0.572062332239785	0.217999545812266	0.42670147034215766
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	140	0.535239147447406	0.313437020719916	0.54025100352411215
MIPS_C_COMPLEX_SPLICEOSOME	141	0.481132923722464	0.618838179694587	0.8041786136269702
PID_TELOMERASEPATHWAY	141	0.645531130053337	0.0183562086073587	0.0748475273460732
PID_IL6_7PATHWAY	142	0.705729943334327	0.012863651646638	0.05721009608618179
PID_SMAD2_3NUCLEARPATHWAY	142	0.576192971574017	0.137399679234198	0.3169744471745081
PID_CMYB_PATHWAY	142	0.60687450039968	0.0566252406190165	0.17312113246541164
REACTOME_GLUCOSE_METABOLISM	143	0.370277317543526	0.954204368970885	0.9838522102630014
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	143	0.41762973456606	0.819859803383532	0.937023336257016
PID_CDC42_PATHWAY	143	0.390279280731241	0.939375586361469	0.9807517617529954
PID_ERA_GENOMIC_PATHWAY	143	0.396352228590054	0.911030177086522	0.9723365126054566
REACTOME_METABOLISM_OF_NUCLEOTIDES	144	0.469228085912194	0.65997060010163	0.8359330675743097
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	144	0.511083720755849	0.431901325589438	0.6557358506097135
REACTOME_METABOLISM_OF_NUCLEOTIDES	145	0.615587780933872	0.054765924296646	0.16948364233553145
KEGG_PYRIMIDINE_METABOLISM	145	0.395261977501898	0.958165414634396	0.9847171772063592
PID_PS1PATHWAY	146	0.478008051289697	0.597707133255248	0.7851731342457796
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	147	0.415995425616547	0.836169824360921	0.9397820648181602
PID_RHOA_REG_PATHWAY	147	0.613375558867362	0.106515778660777	0.2668264449667718
KEGG_ALZHEIMERS_DISEASE	147	0.506481961826946	0.447013537391097	0.6677342106319918
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	147	0.50910869096756	0.457814154960499	0.6768369652157618
PID_ECADHERIN_NASCENTAJ_PATHWAY	147	0.524589815070971	0.400291827239234	0.6288634168645505
PID_EPOPATHWAY	147	0.45798590430812	0.655492115487809	0.8336653850867947
REACTOME_GLUCOSE_METABOLISM	148	0.610125757123068	0.0820556403927794	0.22263398280154112
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	148	0.489484126984127	0.539104760544155	0.7514728603595408
KEGG_ARGININE_AND_PROLINE_METABOLISM	148	0.402583122111227	0.852832964407143	0.9488842355579266
IRIS_CD4Tcell-N0	149	0.554471907881676	0.278104121106292	0.5024041785814672
DMAP_PRE_BCELL2	149	0.361989606533036	0.853423929987194	0.9488842355579266
DMAP_PRE_BCELL3	149	0.362435040831477	0.852916916614154	0.9488842355579266
REACTOME_SIGNALING_BY_SCF_KIT	149	0.556363111282249	0.176550026285949	0.37225650703694235
REACTOME_PI3K_AKT_ACTIVATION	149	0.442761408360813	0.747897999082792	0.891772241029067
REACTOME_ELONGATION_ARREST_AND_RECOVERY	149	0.362771335117455	0.886727339422571	0.9625922854224891
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	149	0.666038980382144	0.0265856188026227	0.0978586685277426
KEGG_ABC_TRANSPORTERS	150	0.423189484126984	0.767875708027953	0.9045919728106471
KEGG_PYRUVATE_METABOLISM	150	0.43294330390384	0.75510533155452	0.8962281418871657
PID_AURORA_B_PATHWAY	150	0.491145922016005	0.53633814191907	0.7507341804798404
KEGG_VIRAL_MYOCARDITIS	150	0.347553057879388	0.94190506335028	0.9808169353571693
SVM Plasma cells	151	0.441489997014034	0.758643225100099	0.8991172728246777
REACTOME_SEMAPHORIN_INTERACTIONS	151	0.554260089686099	0.23761329117856	0.45326402869533117
PID_EPHBFWDPATHWAY	151	0.627992594326573	0.0991045494227857	0.25570396304419707
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	151	0.469965717692652	0.626672349261536	0.809905486732854
REACTOME_PI_3K_CASCADE	152	0.605418865996935	0.126719068232463	0.30036596722793707
REACTOME_ER_PHAGOSOME_PATHWAY	152	0.390421084067493	0.921597138459328	0.9739946098167643
PID_FGF_PATHWAY	152	0.459507304710793	0.68026687677704	0.8480135572618359
REACTOME_DNA_REPLICATION	152	0.477535491445094	0.705927875465508	0.864180719284393
KEGG_ARGININE_AND_PROLINE_METABOLISM	152	0.419263456090652	0.825202582604589	0.9377032032613609
KEGG_MELANOMA	152	0.609247648902821	0.0786484638129649	0.2208915839121944
ST_P38_MAPK_PATHWAY	153	0.338469068545041	0.947776009091097	0.9811604324916298
PID_AR_NONGENOMIC_PATHWAY	153	0.602628968253968	0.169863298225537	0.3638481968942237
PID_ATM_PATHWAY	153	0.605711025106679	0.162906062084254	0.356016591606622
REACTOME_PHASE_II_CONJUGATION	153	0.417940149838243	0.794854944733731	0.9216523633165099
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	153	0.430357142857143	0.741522428518004	0.8873247317344788
PID_HES_HEYPATHWAY	153	0.657973174366617	0.0449204535600709	0.14548561310671612
PID_AVB3_OPN_PATHWAY	153	0.635689484126984	0.103478399142668	0.2616681206925379
KEGG_PYRUVATE_METABOLISM	153	0.33966599297947	0.946462983744026	0.9810286669562057
KEGG_NOTCH_SIGNALING_PATHWAY	153	0.574746495675515	0.210926044376156	0.4147379012938637
PID_ATM_PATHWAY	154	0.391857695742781	0.835532380466198	0.9397820648181602
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	154	0.596843829090368	0.191023807219377	0.38908248552615315
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	154	0.77953409211786	0.00322393351519725	0.01891281508793789
KEGG_AUTOIMMUNE_THYROID_DISEASE	155	0.763499133877753	0.0292826692628335	0.10509603593998645
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	156	0.420913474710943	0.923268285488581	0.9739946098167643
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	156	0.565340485769632	0.25249448511184	0.4704114199125206
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	157	0.45928651266766	0.667689976676229	0.8412425699127488
PID_BMPPATHWAY	157	0.541964374317753	0.349381527261687	0.5757188344564238
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	157	0.266805783276196	0.993434734979477	0.9948183488164958
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	157	0.266377505234819	0.998822456972582	0.998822456972582
PID_HDAC_CLASSII_PATHWAY	157	0.701813805766463	0.0313086177571626	0.1105281317548277
MIPS_28S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	158	0.503794642857143	0.485312514745829	0.7016716714015901
REACTOME_PEPTIDE_CHAIN_ELONGATION	158	0.672554755475548	0.00302637252377327	0.01798315574043786
MIPS_40S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	158	0.488963293650794	0.542877685908702	0.7535309964640091
MIPS_RIBOSOME_CYTOPLASMIC	158	0.557977314745415	0.185775873871288	0.38309613761029465
PID_PS1PATHWAY	158	0.544002534665275	0.310395836685428	0.5382024274360676
PID_AURORA_A_PATHWAY	158	0.698536706349206	0.0263955091167869	0.09739487904824111
PID_MYC_REPRESSPATHWAY	159	0.698669291873175	0.00417692571469608	0.023280694487337064
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	159	0.414635603345281	0.860090044121951	0.9535164480279438
SVM Eosinophils	160	0.460753731343284	0.68660328813615	0.8513651171157637
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	160	0.57271205264641	0.19616193711685	0.3954404657579864
KEGG_SPHINGOLIPID_METABOLISM	160	0.451151136250868	0.680533828289401	0.8480135572618359
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	161	0.94948949172753	1.01791766228383e-6	1.9092594761271493e-5
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	161	0.623691521555787	0.12887969733514	0.30515203858605594
REACTOME_TRNA_AMINOACYLATION	161	0.950879546809779	9.456820442058e-7	1.7893299731157113e-5
DMAP_BCELLA1	162	0.623900810885984	0.0319035624984486	0.11244441880580658
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	162	0.634672619047619	0.0938438935003988	0.2459553806565738
REACTOME_SPHINGOLIPID_METABOLISM	162	0.515235916310222	0.427537964870637	0.6503896975687513
REACTOME_SIGNALING_BY_RHO_GTPASES	162	0.624647909611672	0.0150477653373954	0.06376823149854986
PID_FRA_PATHWAY	163	0.712921626984127	0.021507383439574	0.0834378166891387
PID_FAK_PATHWAY	163	0.578932717767669	0.154794597117864	0.34386400204246415
PID_UPA_UPAR_PATHWAY	163	0.658602550741899	0.065834056418896	0.19399461707043536
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	164	0.415655985361079	0.80480743363267	0.9273342063812335
REACTOME_BIOLOGICAL_OXIDATIONS	164	0.39901809780516	0.926906094908317	0.9739946098167643
BIOCARTA_RHO_PATHWAY	164	0.287914868283971	0.977263488752108	0.98771428624156
MIPS_28S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	165	0.365649801587302	0.899095189996205	0.9676311823585723
PID_PLK1_PATHWAY	165	0.293306499701849	0.988279177696111	0.991035883910047
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	166	0.616660307023981	0.00399202483698678	0.022423952014011678
KEGG_INOSITOL_PHOSPHATE_METABOLISM	166	0.427153306463651	0.826328962822454	0.9377032032613609
KEGG_GLUTATHIONE_METABOLISM	166	0.59317707557013	0.14133831906861	0.32363774334500184
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	166	0.726478796033288	6.75585231158137e-4	0.005561974593924051
KEGG_ARGININE_AND_PROLINE_METABOLISM	166	0.628801997912629	0.0685133026345667	0.19943750847875893
KEGG_ARACHIDONIC_ACID_METABOLISM	166	0.634716073556956	0.0730010576704679	0.20911458352616105
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	166	0.566288087878119	0.0211827951790115	0.08247525126557366
KEGG_PARKINSONS_DISEASE	167	0.399511204692435	0.962948256397813	0.9847171772063592
MIPS_PA700_20S_PA28_COMPLEX	168	0.537001574535087	0.34785965174629	0.5740881934328597
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	168	0.516677847346452	0.425205276776405	0.6495522535458255
REACTOME_ELONGATION_ARREST_AND_RECOVERY	169	0.574672911091287	0.286253736606155	0.5115570089970807
KEGG_P53_SIGNALING_PATHWAY	169	0.584068700767774	0.135442724447327	0.3144778865800692
MIPS_17S_U2_SNRNP	169	0.489160093267847	0.540001360017287	0.7514728603595408
KEGG_TYPE_I_DIABETES_MELLITUS	169	0.629244629244629	0.198833028009891	0.398576323511138
BIOCARTA_CHREBP2_PATHWAY	170	0.512094458036379	0.453013540938686	0.6716597714217163
REACTOME_PI3K_CASCADE	170	0.505463529489794	0.475904327554501	0.6926623714811462
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	170	0.365996211554758	0.95651691221428	0.9847171772063592
PID_TAP63PATHWAY	171	0.658409192657812	0.030833979780138	0.10921000720157252
KEGG_FATTY_ACID_METABOLISM	171	0.902738502753386	5.29393124944112e-5	6.379335030751115e-4
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	171	0.554162319272619	0.273813070939444	0.49548220974528584
KEGG_LYSINE_DEGRADATION	171	0.597727562875016	0.154768812170335	0.34386400204246415
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	171	0.592513725986717	0.0952334679436924	0.2487908379192787
KEGG_NOTCH_SIGNALING_PATHWAY	171	0.558417834774829	0.257977086795768	0.47805547785092056
PID_LKB1_PATHWAY	171	0.34407158836689	0.967008686908392	0.9847171772063592
IRIS_Neutrophil-Resting	172	0.718136616293208	9.85340412404364e-13	5.864497784994226e-11
DMAP_ERY3	172	0.656112273740832	1.55596422440803e-9	4.727063143729747e-8
DMAP_ERY4	172	0.641253583048814	4.36289881649193e-7	8.962640711593423e-6
KEGG_SPHINGOLIPID_METABOLISM	173	0.72082465019351	0.0132363525009154	0.058148293980599834
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	176	0.587980912615568	0.18041433646701	0.37708694162726797
KEGG_SPHINGOLIPID_METABOLISM	176	0.58152227845589	0.231736346176316	0.4443158210687232
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	176	0.85275586644838	7.55238426840327e-4	0.006147355798847491
REACTOME_RNA_POL_I_PROMOTER_OPENING	177	0.48946859184281	0.53785054347988	0.7509020208971529
PID_AR_PATHWAY	177	0.507653858169322	0.462796064557415	0.6818655131491422
SIG_CHEMOTAXIS	177	0.813372637493615	0.00114101957110015	0.008545761162718832
BIOCARTA_RHO_PATHWAY	177	0.442030063997619	0.699453239436034	0.8596698788965956
PID_INSULIN_PATHWAY	178	0.420127497763197	0.796881623764718	0.9221425227792366
PID_FOXM1PATHWAY	178	0.541235797267969	0.344260243203319	0.5703297577492773
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	179	0.373064324002382	0.889887925598724	0.9640824990037405
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	179	0.542130734553169	0.309260035822224	0.5370965356429446
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	179	0.585530024205047	0.155820659041945	0.34519470328812946
KEGG_BASE_EXCISION_REPAIR	179	0.49841198947943	0.506165063251062	0.7215322582792293
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	179	0.420421764647369	0.826014288865313	0.9377032032613609
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	180	0.603608298590431	0.156784425190935	0.3461453481441625
PID_NFAT_TFPATHWAY	180	0.447783159463487	0.721058668256795	0.8765796357763028
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	180	0.383154335719968	0.91772735557463	0.9734200812193198
REACTOME_G1_PHASE	182	0.546245284891801	0.330873574904656	0.5584462449681871
REACTOME_TRANSLATION	182	0.418983483223798	0.95094678943839	0.9823239759786218
REACTOME_MITOTIC_PROMETAPHASE	182	0.654166666666667	0.0105611676769148	0.04928513303955039
PID_HIF2PATHWAY	182	0.540091765873016	0.352326573413784	0.5783625714258235
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	182	0.457018849206349	0.657992040029301	0.8356094962884584
DMAP_ERY1	183	0.585181869425379	0.14939449364936	0.33532145973118577
SVM Dendritic cells activated	183	0.359834340416865	0.97048723407832	0.9847171772063592
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	183	0.540873015873016	0.341891198415095	0.5681504737914946
PID_TRKRPATHWAY	183	0.636757417339942	0.0326738321662985	0.11478413026499328
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	183	0.40281498015873	0.833698527723685	0.9397820648181602
REACTOME_SIGNALING_BY_RHO_GTPASES	183	0.479009083140804	0.645737000385564	0.8266846951194685
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	184	0.431656206786512	0.759756724159119	0.8994485477558835
IRIS_Monocyte-Day1	185	0.55326010246223	0.0797269367824769	0.2215674042882017
SVM Macrophages M0	185	0.406344598282964	0.811439703227555	0.9329826438495928
SVM Dendritic cells resting	185	0.442734724292101	0.733428849903586	0.8842019098635295
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	185	0.485510129646208	0.566481017470552	0.764164824692921
BIOCARTA_MPR_PATHWAY	185	0.631225198412698	0.10778367400778	0.2687738553003254
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	185	0.516128345887059	0.434814666357892	0.6572496393370519
PID_FGF_PATHWAY	185	0.594514013118664	0.151651627236893	0.3393283816908487
KEGG_INOSITOL_PHOSPHATE_METABOLISM	186	0.559613375130616	0.226058214803333	0.43770876959675875
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	186	0.448177354560333	0.678259409729982	0.8480135572618359
MIPS_CEN_COMPLEX	186	0.368976725720808	0.899836907744042	0.9676311823585723
KEGG_VIBRIO_CHOLERAE_INFECTION	186	0.46418390347388	0.66624800260701	0.8404075682007722
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	186	0.379603434584078	0.880208791756319	0.9604781293685455
KEGG_BASAL_TRANSCRIPTION_FACTORS	186	0.486950481294036	0.55074432595853	0.7566018844594414
MIPS_MEDIATOR_COMPLEX	188	0.507306241937084	0.472368354919812	0.6889104405422816
REACTOME_PI_METABOLISM	188	0.576667495235728	0.185688221353223	0.38309613761029465
DMAP_EOS2	189	0.399992567266241	0.785251673472215	0.9165518721209782
MIPS_MEDIATOR_COMPLEX	189	0.537498759551454	0.358560291017917	0.5855779219852951
REACTOME_METABOLISM_OF_NON_CODING_RNA	190	0.496253355204295	0.515925507769982	0.7297385706621975
KEGG_ABC_TRANSPORTERS	191	0.301922123015873	0.962858020036373	0.9847171772063592
KEGG_GRAFT_VERSUS_HOST_DISEASE	191	0.54727956829546	0.381740435699847	0.6122038065461487
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	192	0.562818510603321	0.119060631737416	0.2885263521924335
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	192	0.479241071428571	0.580705018995997	0.7741537243352073
REACTOME_L1CAM_INTERACTIONS	193	0.4707033723648	0.66362093952718	0.8385649481898814
DMAP_PRE_BCELL2	195	0.863598119277407	0.00876941864869772	0.042316859116870206
DMAP_PRE_BCELL3	195	0.746077703538728	0.0539907467654394	0.1675655262921623
BIOCARTA_BCR_PATHWAY	195	0.606809608894183	0.161806330040781	0.3548135368398519
PID_IL2_1PATHWAY	195	0.637977897252091	0.0498461563684447	0.15788275959873013
KEGG_ERBB_SIGNALING_PATHWAY	197	0.736209737827715	2.53641204382684e-4	0.0023995792888309186
KEGG_PROSTATE_CANCER	197	0.622825434913017	0.0309550647220171	0.10945913869736211
PID_BMPPATHWAY	197	0.587153914855612	0.208585361003205	0.41126016790120035
REACTOME_CD28_CO_STIMULATION	197	0.5043905343057	0.483747171775874	0.7012383397315594
PID_CDC42_PATHWAY	197	0.519109893399028	0.396648199211231	0.626803497268797
PID_AURORA_A_PATHWAY	197	0.527306547619048	0.399724720049385	0.628758944485363
PID_PI3KPLCTRKPATHWAY	197	0.792752220733462	0.00323662555349124	0.01891978677203416
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	199	0.441154534606205	0.752798719562987	0.8946483956459301
