LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
LV 205	-0.009445394365307554	4.5584678007612764e-18	-1.0236216592548286	0.310813130440011	0.9612504630395036	-6.2758623958421635
LV 206	0.010863568291446633	1.908195823574488e-18	0.7999910976948208	0.4274021437523028	0.9863536020464316	-6.4778445152538104
LV 207	0.004668773565214689	-5.011423375044109e-19	0.33413197132472233	0.7396410470065191	0.9863536020464316	-6.74191928791662
LV 208	-0.0024616738370761082	-4.828313674802113e-18	-0.2868470358256855	0.7753839406383967	0.9863536020464316	-6.756675838507627
LV 209	0.0023611192328589787	-8.529057090219302e-18	0.16123567438848563	0.8725406022169124	0.9863536020464316	-6.7849857434318706
LV 210	0.0037277210455375176	4.52955574282833e-19	0.328051191713547	0.7442071138754072	0.9863536020464316	-6.743942373535976
LV 211	0.005507359717075565	-2.325011325441137e-18	0.4705452460297173	0.6399585125214301	0.9863536020464316	-6.686829704776808
LV 212	0.007707057015277208	-6.746146851020917e-19	0.7902798250695882	0.432999622103001	0.9863536020464316	-6.4855248624050885
LV 213	-0.004398853322833565	1.2673118727275007e-18	-0.32779443822737325	0.7444001156362089	0.9863536020464316	-6.744026981796353
LV 214	0.02467081330702957	-2.8574750590395738e-18	2.2466617632395165	0.028989633546719108	0.7893861127786669	-4.375307655978044
LV 215	-0.015531913695178331	-1.7443608286211227e-18	-1.7295944566703183	0.08971146101918652	0.894689582490927	-5.334566673187213
LV 216	0.0014816029061424985	-2.8647030735228104e-18	0.13967776469010876	0.889461112364484	0.9863536020464316	-6.788250629472687
LV 217	-0.0067277623984838796	-6.866613759074861e-19	-0.7655239228775151	0.4474647200312377	0.9863536020464316	-6.504689272846791
LV 218	-0.009575541342725832	2.75628285627426e-18	-0.924347413053696	0.3596297734502033	0.9863536020464316	-6.371441648459405
LV 219	-0.0035075882343199995	1.045652761908242e-18	-0.40715798275812565	0.6855845994754602	0.9863536020464316	-6.7147364871570705
LV 220	0.01973321803277457	1.7636355339097538e-18	1.8736107927375454	0.06668117298917058	0.8784199030574776	-5.089028766670592
LV 221	-0.008438577592718847	2.072030818527853e-18	-0.7884750996466561	0.43404463906103563	0.9863536020464316	-6.486942080919726
LV 222	0.004992733029637118	6.372699436053688e-19	0.5854285760753747	0.5608241601961585	0.9863536020464316	-6.626083898911626
LV 223	-0.00471489136796744	-1.7250861233324915e-18	-0.5838245181443575	0.5618947724514329	0.9863536020464316	-6.627021949413552
LV 224	-0.002101615508825983	-2.235865813481218e-18	-0.14378490541910768	0.8862332232791225	0.9863536020464316	-6.787664655899568
LV 225	-0.015524241532750182	-6.122128267301482e-18	-1.2943652627137567	0.20133112450651244	0.9470929730206934	-5.968124732834935
LV 226	-0.002945920200606712	-2.409338161078899e-19	-0.17290973240620966	0.8634022655434321	0.9863536020464316	-6.783022687443212
LV 227	-0.005872405634483112	-1.1131142304184513e-18	-0.4867309069993014	0.6285205454030081	0.9863536020464316	-6.679063221257841
LV 228	-0.016275715218321357	-1.908195823574488e-18	-1.5044797688432685	0.13858540570846742	0.9470929730206934	-5.68308677007753
LV 229	-0.002210549356178854	-1.3636853991706567e-18	-0.20776805228267273	0.8362320601277043	0.9863536020464316	-6.776345925913678
LV 230	0.011519311851983726	-3.0839528461809902e-18	1.2969675924424664	0.2004409033998343	0.9470929730206934	-5.96483808399836
LV 231	-0.004411598656712564	2.476799629589108e-18	-0.48504440653976943	0.6297081380599395	0.9863536020464316	-6.67988461240171
LV 232	-0.002646112805706682	-1.4094628242311558e-19	-0.3313919139259334	0.7416974024768576	0.9863536020464316	-6.742835488915977
LV 233	0.011166480945591955	-6.360652745248292e-19	0.8412598373477446	0.40410376075032206	0.9863536020464316	-6.444187301084682
234,REACTOME_RNA_POL_I_PROMOTER_OPENING	0.010859614752462254	4.693390737781695e-18	0.6638467479425477	0.5097587084363018	0.9863536020464316	-6.577134404845461
LV 235	-0.010803737117140388	6.105262900173929e-18	-1.0188799791740462	0.3130373923960397	0.9612504630395036	-6.280640630750738
LV 236	0.015004387381476516	2.0768494948500107e-18	1.7649367799718683	0.08352207597646367	0.894689582490927	-5.275913059458924
LV 237	0.002195849630095136	3.47908430459793e-18	0.19534312891795325	0.8458953857924857	0.9863536020464316	-6.778865836324261
LV 238	-0.008405547638934903	-4.707846766748168e-18	-0.44559241062863875	0.657765081128519	0.9863536020464316	-6.698292773512813
LV 239	0.004707352546569881	1.1372076120292402e-18	0.46939922674422246	0.6407717658528935	0.9863536020464316	-6.687369739276864
LV 240	-0.006201844315214391	7.709882115452476e-20	-0.5595315990490131	0.5782319825498614	0.9863536020464316	-6.64091779587485
LV 241	-0.0021874683000670343	-1.1878037134118971e-18	-0.22964806075056352	0.8192777432663431	0.9863536020464316	-6.771531478604931
LV 242	-0.005411879767099816	4.722302795714642e-18	-0.5642986483111303	0.5750080241034502	0.9863536020464316	-6.638236964388458
LV 243	0.005028127096622414	-4.4404102308684104e-18	0.5119268436896519	0.6108973278484562	0.9863536020464316	-6.666455671877817
LV 244	-0.0018088566720280926	-1.5516137757348109e-18	-0.14671101108295348	0.8839347161728337	0.9863536020464316	-6.7872368330370065
LV 245	0.00552890140412323	9.155485012099815e-19	0.5675402280970707	0.5728207508947205	0.9863536020464316	-6.636401178305316
246,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	-0.006131810917738652	3.4164415124098786e-18	-0.44273927675146624	0.6598141530715304	0.9863536020464316	-6.699564008544655
LV 247	0.007903782842678788	4.2163417818880725e-18	0.7591033131195034	0.451262039129498	0.9863536020464316	-6.5095623836528915
LV 248	0.006580425674149683	-2.3900634557902675e-18	0.583899524553224	0.5618446875269714	0.9863536020464316	-6.626978142380232
LV 249	0.008045597603166164	-3.098408875147464e-18	0.3726586899119057	0.7109365502161178	0.9863536020464316	-6.728242119820603
LV 250	5.270272623231979e-4	2.4286128663675298e-18	0.04986700933797601	0.9604218694522659	0.9874337345306109	-6.796820230054102
LV 251	0.013328032940947485	-6.649773324577761e-19	1.161837320876769	0.25067446385393	0.9470929730206934	-6.127279956698794
LV 252	0.0010431501005075837	-1.6865367127552291e-18	0.12322245799352308	0.9024120718301445	0.9867482955484155	-6.790428153743693
LV 253	-0.004462270880860467	-3.093590198825306e-18	-0.4948183896501106	0.6228393227276217	0.9863536020464316	-6.67508506026394
LV 254	0.0032896510114774472	-5.676400707501885e-18	0.2848691764163613	0.7768903582362214	0.9863536020464316	-6.757244287328329
LV 255	0.007916752857383687	4.488596994089988e-18	0.7943037501305877	0.43067499203797976	0.9863536020464316	-6.482353565006801
LV 256	-0.017757089637994827	5.854691731421724e-19	-1.5336663282561658	0.13125157787836642	0.9470929730206934	-5.640382412030425
257,KEGG_DILATED_CARDIOMYOPATHY	0.005960426089848304	-3.1706890199798307e-18	0.36108685905699717	0.7195161696400325	0.9863536020464316	-6.732506057825283
LV 258	0.010210025647683576	6.052257460630194e-18	1.1112699714079401	0.27162932767278436	0.9470929730206934	-6.1837183074279585
LV 259	-0.00879269018669877	-2.6020852139652105e-19	-0.6972442597224199	0.48879540067486715	0.9863536020464316	-6.554453232534831
LV 260	0.012666255548259904	-1.6576246548222824e-18	1.372646957412167	0.1758288826060696	0.9470929730206934	-5.866566187247008
LV 261	0.01566934926042598	-6.553399798134604e-19	1.1640340674927105	0.24979120788367423	0.9470929730206934	-6.124774144866163
LV 262	0.012248947629744229	-4.488596994089988e-18	1.089255590568812	0.28112773835749366	0.9470929730206934	-6.207541501206928
LV 263	-0.0024887717037819627	1.3925974571036035e-18	-0.21502095527783396	0.8306028447798274	0.9863536020464316	-6.77480327538936
264,DMAP_MEGA2	-0.03957015428601822	-1.8262783260978053e-18	-3.3829374395752203	0.0013795428242252814	0.3404021918775882	-1.6028687595444238
LV 265	0.01288692093355075	2.235865813481218e-18	1.0110767824885758	0.3167212070907234	0.9612504630395036	-6.28845761645631
266,PID_FASPATHWAY	-0.005004225866243206	1.4456028966473393e-18	-0.4995591096441932	0.6195197885835484	0.9863536020464316	-6.672722958761282
LV 267	-0.01238033058545164	8.206808111174999e-19	-1.2323424295190673	0.22343510863924412	0.9470929730206934	-6.044623267157264
LV 268	-0.007284368036932953	-1.7636355339097538e-18	-0.6120435899758038	0.5432100958842846	0.9863536020464316	-6.6101491114336115
LV 269	-0.01120592913663095	-7.902629168338788e-18	-1.262698707316994	0.21240265258680863	0.9470929730206934	-6.007622651672276
LV 270	0.004832501856811087	-4.7945829405470084e-18	0.3522593788621057	0.7260856823739859	0.9863536020464316	-6.7356687986292645
LV 271	0.019411403615766078	-4.910231172278796e-18	1.6561886279464595	0.10378383978987375	0.9185804944032991	-5.4530092880389915
LV 272	0.0036737917169443433	3.7007434154171884e-18	0.3211326353829522	0.7494135408320262	0.9863536020464316	-6.746199190983125
LV 273	-0.00751771729855409	-6.0570761369523515e-18	-0.6636676881558139	0.5098723943898771	0.9863536020464316	-6.577253062415123
LV 274	0.01038056079838893	-1.8262783260978053e-18	1.1240824295789793	0.2662065022446257	0.9470929730206934	-6.169644125824151
LV 275	-0.006916073874798807	1.592572524473152e-18	-0.4117511042317166	0.6822358781215163	0.9863536020464316	-6.712848822003814
LV 276	0.014211117219723249	-3.854941057726238e-19	0.992611565539991	0.32555465091646796	0.9612504630395036	-6.30672542488613
LV 277	-8.333672498141408e-4	1.7419514904600438e-18	-0.06681751886229724	0.9469865067518306	0.9867482955484155	-6.7958244100480485
LV 278	-0.010410272278871901	-1.2287624621502384e-18	-1.0681666072087308	0.29044226062274264	0.9470929730206934	-6.2299365013572965
LV 279	-0.009351967201763997	-2.1202175817494308e-19	-1.0542360345735167	0.29671109461332834	0.9565537978650066	-6.24450019211977
LV 280	0.004548913821812394	3.180326372624146e-19	0.3865459415863139	0.7006898632910386	0.9863536020464316	-6.722948445603432
LV 281	0.00555012899557724	1.5853445099899153e-18	0.4540217054839946	0.6517268004352751	0.9863536020464316	-6.69448971588511
LV 282	0.004107270708162619	1.4829476381440621e-18	0.466851108578241	0.6425815857781031	0.9863536020464316	-6.688565801280651
LV 283	0.014986665846750544	4.201885752921599e-18	1.4902060132828276	0.14228850626990794	0.9470929730206934	-5.703698247210885
LV 284	-0.0027646572201371566	6.216092455583559e-19	-0.254346070531126	0.8002441919694966	0.9863536020464316	-6.765519545011801
285,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	-0.024014642340617818	-6.987080667128807e-19	-2.0998010818812247	0.04067966650537672	0.8149641299537064	-4.669283453176796
LV 286	0.01648320266125608	3.782660912893871e-18	1.4912306300254945	0.1420201055832067	0.9470929730206934	-5.7022246813978
LV 287	0.00923965608193903	-2.8382003537509426e-18	1.0909999219617432	0.28036675778166137	0.9470929730206934	-6.205670430282597
288,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.008175179187281497	4.842769703768586e-18	0.7156274316670712	0.47746362477154014	0.9863536020464316	-6.541502796918701
LV 289	-0.013828295037961066	-2.5057116875220545e-19	-1.2508549006973881	0.2166579228968577	0.9470929730206934	-6.022159527243026
LV 290	0.00858588628184567	5.151164988386686e-18	0.8897498747777833	0.37775053902479794	0.9863536020464316	-6.402539365152934
LV 291	-0.001668891279167434	-6.19199907397277e-19	-0.17698154363043767	0.8602192458486094	0.9863536020464316	-6.7823057631349375
LV 292	0.009008955082100499	4.3103059701701496e-18	0.9561490129701735	0.3434777468786703	0.9769813722456702	-6.341845993136631
LV 293	-7.139708620156587e-4	-3.3730734255104582e-18	-0.06439281900804202	0.9489075207283217	0.9867482955484155	-6.795984588373891
LV 294	-0.002375975249454919	-7.420761536123008e-19	-0.25084632269781054	0.8029341519738874	0.9863536020464316	-6.766408668574929
LV 295	-0.01804569050733051	1.2829725707745136e-18	-1.447781872162066	0.15375748884644652	0.9470929730206934	-5.763894623786024
296,REACTOME_TELOMERE_MAINTENANCE	0.01904805890810425	-4.7463961773254306e-18	1.550823310512213	0.12708712771957578	0.9470929730206934	-5.614930245735513
LV 297	-0.012071735416296837	2.5635358033879484e-18	-1.147380867414026	0.25654304128891847	0.9470929730206934	-6.143658308007241
LV 298	-0.005477400428548352	-1.09383952512982e-18	-0.5147298841289203	0.6089507590617961	0.9863536020464316	-6.665014158587514
LV 299	-0.007378363450512239	1.7058114180438602e-18	-0.6641634410478009	0.5095576718439612	0.9863536020464316	-6.576924464767315
300,REACTOME_REGULATION_OF_APOPTOSIS	-0.010720960045921279	4.9632366118225315e-18	-0.8990936655453106	0.37280043195264456	0.9863536020464316	-6.394253988539435
LV 301	0.0051676497605312784	-1.8600090603529098e-18	0.583081071642028	0.5623913229474795	0.9863536020464316	-6.627455854512005
LV 302	0.010665364253186118	-1.3034519451436842e-18	0.9918364505522419	0.325929026551218	0.9612504630395036	-6.307485172929114
LV 303	-0.0030148805773576536	1.3492293702041833e-18	-0.24626452825516248	0.8064594210266168	0.9863536020464316	-6.767554114805754
LV 304	0.0030823471668463475	4.142856967975166e-18	0.26249002889671	0.7939941070452123	0.9863536020464316	-6.763402981075702
LV 305	-1.8913810579188552e-4	3.517633715175192e-19	-0.02127623309794046	0.9831077789032421	0.9943795940642786	-6.797844375389486
LV 306	-0.008759794816487422	1.855190384030752e-18	-0.7069644643141004	0.48278514765037805	0.9863536020464316	-6.547646784515216
LV 307	0.006284388774363169	-1.570888481023442e-18	0.6135941940242717	0.5421926964022985	0.9863536020464316	-6.60919922075631
LV 308	-0.01202771793334759	-2.476799629589108e-18	-1.0715266017646219	0.28894407531777705	0.9470929730206934	-6.226396440075499
LV 309	0.02167355839117461	-7.517135062566164e-19	1.808172349604037	0.07643860852213381	0.894689582490927	-5.202735886961819
310,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.03155235633516538	-2.640634624542473e-18	2.2880933539977595	0.026281844272051744	0.7893861127786669	-4.289422025846106
LV 311	0.004442298720898562	5.021060727688425e-18	0.5141873457688141	0.6093273025092895	0.9863536020464316	-6.665293776532714
LV 312	0.004013855333356	-3.454990922987141e-18	0.4295801339086359	0.6692986572211441	0.9863536020464316	-6.70532227103905
LV 313	-0.001985253888888535	4.283803250398282e-18	-0.16406152561835152	0.8703268976925175	0.9863536020464316	-6.784523130551491
LV 314	0.014862670565368356	1.4937896598689172e-19	1.3712809932388053	0.17625157787100448	0.9470929730206934	-5.868385866285484
LV 315	-0.002735390487608823	-2.3900634557902675e-18	-0.21342841733526074	0.8318381100483273	0.9863536020464316	-6.775146525824417
LV 316	-1.0145105983978587e-4	-1.811822297131332e-18	-0.007813624452329878	0.9937959762876805	0.9968258420690452	-6.798041564619002
LV 317	0.016607385144052675	6.090806871207456e-18	1.3432439842733326	0.1851007699176908	0.9470929730206934	-5.905363441322217
LV 318	0.010371636332211795	-4.849997718251823e-18	0.9284418863594792	0.35752305380858695	0.9863536020464316	-6.367685434073172
LV 319	0.009537490536478042	4.678934708815222e-18	0.9315465597457703	0.3559309559336805	0.9863536020464316	-6.3648265523284016
LV 320	-0.002555362286395485	3.2092384305570933e-18	-0.22882607639587585	0.8199131643786355	0.9863536020464316	-6.7717210370968735
LV 321	-0.007568829740400163	-3.315249309644565e-18	-0.8094598320369049	0.42198645664694834	0.9863536020464316	-6.470267930307166
LV 322	-5.855491660556989e-4	0	-0.05971017573331399	0.9526182881688874	0.9867482955484155	-6.796277175286077
LV 323	1.6445283955533418e-4	4.65966000352659e-18	0.013155950604765002	0.9895543641188741	0.9943795940642786	-6.797985157541453
LV 324	0.007689166746087086	1.8889211182858565e-18	0.778444022994011	0.4398803683848751	0.9863536020464316	-6.494761664930949
LV 325	0.004193595536019911	3.498359009886561e-18	0.3251181061360529	0.7464128979862085	0.9863536020464316	-6.744904988813573
LV 326	0.01671745929758369	-1.734723475976807e-18	1.3886857291374175	0.17092376728150793	0.9470929730206934	-5.845074316330164
LV 327	-0.004333774741074314	-8.721804143105613e-19	-0.3803540972612792	0.7052517182985898	0.9863536020464316	-6.725332499689741
LV 328	-0.010537645890495884	2.3575373906157023e-18	-1.0706615394212842	0.28932928393816454	0.9470929730206934	-6.227308878073874
LV 329	0.008862796602761689	5.18489572264179e-18	0.8493956172941605	0.3996046789830372	0.9863536020464316	-6.437357753169655
LV 330	-0.01072592518751753	-1.932289205185277e-18	-0.7778001563394399	0.44025652411199434	0.9863536020464316	-6.495260243884192
LV 331	-0.013096076465882067	1.590163186312073e-19	-1.368455297355477	0.17712845913639036	0.9470929730206934	-5.872144797989957
LV 332	-0.006991270396690745	-1.5949818626342309e-18	-0.747287996226629	0.4582987657968116	0.9863536020464316	-6.51842508945408
LV 333	0.013412024121271246	3.262243870100829e-18	0.9585126575447673	0.3422965853688108	0.9769813722456702	-6.339607736220188
LV 334	0.005362681431472351	1.6479873021779667e-18	0.4635286288543083	0.6449446851718178	0.9863536020464316	-6.690115645600375
LV 335	-0.009045740873244426	-6.4859383296243955e-18	-0.9156953290885259	0.36410785353292496	0.9863536020464316	-6.3793261445883935
LV 336	0.0019310243843121656	2.782785576046128e-18	0.14735256221273121	0.8834309002438402	0.9863536020464316	-6.787141881497202
LV 337	0.0057480522744594725	-2.5057116875220546e-18	0.4995269813215559	0.6195422586424383	0.9863536020464316	-6.672739042017421
LV 338	1.3363019314060893e-4	2.7803762378850493e-18	0.012154214166815504	0.9903496868948185	0.9943795940642786	-6.797997923741461
LV 339	0.00686748559465594	-1.402234809747919e-18	0.6442093130871784	0.5223075629110833	0.9863536020464316	-6.58995999349106
LV 340	-0.01450881211971254	7.167781029209723e-19	-1.4258458925537172	0.15996508435530316	0.9470929730206934	-5.794392303980944
LV 341	0.010627298009957296	6.577493179745393e-19	0.8083178545411451	0.4226374118317485	0.9863536020464316	-6.471186312774516
LV 342	-0.00564669941014624	-1.7491795049432804e-18	-0.5754102848164406	0.5675273668368246	0.9863536020464316	-6.631900974740846
LV 343	0.004531640684992651	-1.6142565679228622e-18	0.503686395774238	0.6166362762749196	0.9863536020464316	-6.6706483460451835
LV 344	9.137726453485392e-4	1.7732728865540693e-18	0.0770126845025239	0.9389128004879882	0.9867482955484155	-6.795086141356044
LV 345	0.002951371942952521	-1.896751467309363e-18	0.21111394831850627	0.8336341088539762	0.9863536020464316	-6.775640838019885
LV 346	-0.006096086167444996	-3.117683580436095e-18	-0.5976258788045352	0.5527166119454332	0.9863536020464316	-6.618867893691427
LV 347	0.007560668411471397	-1.8021849444870164e-18	0.5624128744581893	0.5762823278614224	0.9863536020464316	-6.639300146714936
LV 348	0.027677105656919117	2.3418766925686897e-18	2.7444189480300367	0.008331741932271554	0.554594228827416	-3.2624072848713728
LV 349	0.007327884364256381	1.5419764230904953e-19	0.6731746797151796	0.5038552934718832	0.9863536020464316	-6.57090956884822
LV 350	-0.01425059538665337	-1.6696713456276769e-18	-1.1695757020233373	0.24757300874713048	0.9470929730206934	-6.118432912943303
LV 351	-0.009744734083520817	-9.155485012099815e-19	-0.7722284751612553	0.44351950048819677	0.9863536020464316	-6.499557854225031
LV 352	-0.016507115198798827	-4.818676322157798e-19	-1.6764763349493477	0.09972475151692044	0.9185804944032991	-5.420733496131482
LV 353	0.0022016111439949514	-2.455115586139398e-18	0.19268946215487037	0.8479623911273694	0.9863536020464316	-6.779383928409387
LV 354	-0.008247663636768888	1.6961740653995447e-18	-0.5911031540053253	0.5570449006752244	0.9863536020464316	-6.622745036818445
LV 355	-0.0028458622179030847	-2.6117225666095262e-18	-0.31153724239037217	0.7566538238847733	0.9863536020464316	-6.7492498826164375
356,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.011380179565190433	-4.625929269271486e-19	1.0709942184780834	0.2891811012353877	0.9470929730206934	-6.226958062997135
LV 357	-0.00450174231236218	-1.0311967329417687e-18	-0.522685114407673	0.6034417968175534	0.9863536020464316	-6.660880620917968
LV 358	-0.0034944160288358094	1.831097002419963e-19	-0.40282596500733103	0.6887487952804956	0.9863536020464316	-6.716497566823803
LV 359	-0.011874033897145359	-2.7080960930526822e-18	-1.2231379392012913	0.22686230765968846	0.9470929730206934	-6.055674935066514
LV 360	-0.0015964552205377158	-5.464378949326942e-18	-0.12129701024266142	0.9039292918197007	0.9867482955484155	-6.790665144703462
LV 361	-0.01985577216429507	3.642919299551295e-18	-1.0913051953499777	0.28023372770128135	0.9470929730206934	-6.205342682643419
LV 362	-0.004670468535818715	-4.2404351634988616e-19	-0.44211600490565717	0.6602621267913085	0.9863536020464316	-6.699840633570173
LV 363	0.014586966036119099	3.3489800438996693e-18	1.2854462394643889	0.20440472310687605	0.9470929730206934	-5.979342242850241
LV 364	-0.0035008404209347665	3.122502256758253e-18	-0.286987958160965	0.775276641621234	0.9863536020464316	-6.756635186956085
LV 365	-0.007509320684352535	-2.635815948220315e-18	-0.8398060987059056	0.40491095182277015	0.9863536020464316	-6.445400905496764
LV 366	1.4279829444091249e-4	2.9201178512276253e-18	0.013400559087986276	0.9893601602387734	0.9943795940642786	-6.797981886729522
LV 367	0.01214203344542937	8.504963708608512e-19	1.1148746436879171	0.2700958483126197	0.9470929730206934	-6.179774188170251
LV 368	0.003645234555907291	3.1490049765301206e-18	0.2749929111372124	0.7844253425344605	0.9863536020464316	-6.760024114014952
LV 369	0.005063860360739305	-3.7272461351890566e-18	0.5011917082959249	0.6183784560485772	0.9863536020464316	-6.671904340737356
LV 370	-0.0056774275251910014	8.33631003733299e-19	-0.5090405571512067	0.6129046694841963	0.9863536020464316	-6.667931854743462
LV 371	0.010784051143665187	-6.577493179745393e-19	1.0497764989908867	0.29873745617580355	0.9565537978650066	-6.249123745641226
LV 372	-0.013354121255799295	-2.5635358033879484e-18	-1.1341672161190703	0.2619924318056415	0.9470929730206934	-6.158458289693537
LV 373	-8.301537237380256e-4	-2.120217581749431e-18	-0.09453891915299693	0.92504908107079	0.9867482955484155	-6.793572460467385
LV 374	0.0273308972450683	-3.5706391547189276e-18	2.657809888830067	0.010459152434154738	0.554594228827416	-3.468317758507803
LV 375	-0.008315249850668734	-7.061770150122253e-18	-0.7215519225489054	0.47384340764396626	0.9863536020464316	-6.537258781213118
LV 376	-0.0022406776485823865	-6.408839508469871e-19	-0.20114281561294736	0.8413816875805711	0.9863536020464316	-6.777708897338428
LV 377	0.012142729202599394	7.068998164605489e-18	1.149775183431232	0.2555643430277764	0.9470929730206934	-6.1409591282557106
LV 378	0.008247626819275935	5.152369657467225e-18	0.7957037445332698	0.4298679633966288	0.9863536020464316	-6.48124653085047
LV 379	0.011061367686855825	-7.517135062566164e-19	0.9174624195985317	0.3631903513342498	0.9863536020464316	-6.377721653313614
LV 380	-0.00760940520235852	-4.041664765209853e-18	-0.7141574916561231	0.47836425209798494	0.9863536020464316	-6.5425504809053745
LV 381	0.0043310929537695424	1.0215593802974531e-18	0.37854818608378893	0.7065842938346352	0.9863536020464316	-6.726020622071777
LV 382	-0.01108080499854282	3.951314584169394e-19	-0.8694460660218636	0.38864991528221304	0.9863536020464316	-6.420253896217655
LV 383	0.010981414352314691	-7.719519468096792e-18	1.1140756539071246	0.27043522175338147	0.9470929730206934	-6.180649466908848
LV 384	-0.008917202044500873	3.2959746043559333e-18	-0.736563969411684	0.46474006201424367	0.9863536020464316	-6.5263514607567785
LV 385	0.021404945829880444	-1.402234809747919e-18	1.920851337785013	0.06031191338291399	0.8438486740569482	-5.004758239103914
LV 386	-7.066938802668285e-4	6.338968701798583e-18	-0.07776382899453618	0.9383182028747197	0.9867482955484155	-6.795027609561082
LV 387	-0.018306669618936837	1.1950317278951338e-18	-1.7743041294145308	0.0819426037449389	0.894689582490927	-5.260191182532347
LV 388	-0.012011592244988859	-3.0839528461809905e-19	-1.4045131833370972	0.16618737299098083	0.9470929730206934	-5.823638896587167
LV 389	0.0014944737751857895	5.690856736468359e-18	0.16961557164739394	0.8659790535501477	0.9863536020464316	-6.783590494688828
LV 390	0.004494238241259885	-5.1077969014872655e-19	0.3582175329170873	0.7216492449768476	0.9863536020464316	-6.733542633523433
LV 391	-0.006850912591660335	3.9561332604915515e-18	-0.7056246276376681	0.4836111401128176	0.9863536020464316	-6.5485904787695866
LV 392	-0.002267161585221621	-4.336808689942018e-20	-0.15549253411325298	0.877042790542352	0.9863536020464316	-6.785901196293681
LV 393	0.003705924081217861	1.9660199394403813e-18	0.22681768682818748	0.8214662272369581	0.9863536020464316	-6.772181340053207
LV 394	-0.03038384666417332	-2.5057116875220546e-18	-2.778726115071903	0.007605212387367774	0.554594228827416	-3.179489043137697
LV 395	0.014501901877179287	1.667262007466598e-18	0.8194065392880567	0.41634222107558094	0.9863536020464316	-6.462215338417604
LV 396	0.00949640281735795	5.080089512634858e-18	1.020355129300505	0.31234426491639267	0.9612504630395036	-6.279156389914603
LV 397	0.02532060251504662	8.24957386353415e-18	1.4900982082456626	0.14231676934087326	0.9470929730206934	-5.70385323447685
LV 398	0.009502526328634762	-2.067212142205695e-18	0.9707422173415093	0.3362279900692876	0.9731877601125715	-6.32794184624288
LV 399	-0.00514718861534486	4.7030280904260106e-18	-0.529408823155404	0.5988037230903451	0.9863536020464316	-6.657338080955239
LV 400	0.0034362503236390106	-3.141776962046884e-18	0.3936144945645755	0.6954956506698959	0.9863536020464316	-6.7201800513243874
LV 401	-0.014453777721316658	1.734723475976807e-18	-1.0505930123142495	0.29836573238196396	0.9565537978650066	-6.248278604861618
LV 402	0.012687466295301871	-2.3852447794681098e-18	1.0674803707235765	0.29074890661121594	0.9470929730206934	-6.230658207204063
LV 403	-0.0023337004949272547	-3.571241489259198e-18	-0.22011415444951213	0.8266551693229148	0.9863536020464316	-6.773688405502261
LV 404	0.017052380930452055	2.14431096336022e-18	1.7705171674367144	0.08257811261740503	0.894689582490927	-5.266555959150233
LV 405	0.0072948588813287465	2.235865813481218e-18	0.5764786506264484	0.5668106489324338	0.9863536020464316	-6.6312853529918705
LV 406	0.00659509387669942	2.2165911081925867e-18	0.726499184743513	0.47083227414569084	0.9863536020464316	-6.533688541816536
LV 407	-0.006495998239931317	-1.9178331762188035e-18	-0.5385145165092543	0.5925492009785245	0.9863536020464316	-6.65246915782719
LV 408	0.008342946447025807	-2.4936649967166602e-18	0.8265033734815358	0.4123433115529609	0.9863536020464316	-6.456411387062757
LV 409	-0.013611543882371017	-1.37814142813713e-18	-1.0124069560123257	0.3160911830904356	0.9612504630395036	-6.2871291726397835
LV 410	0.01400506631384393	2.6984587404083666e-19	1.284638430911591	0.2046848294273427	0.9470929730206934	-5.980354640534484
LV 411	-0.006528043268055725	2.9779419670935187e-18	-0.5910671345208109	0.5570688492631536	0.9863536020464316	-6.622766330492107
LV 412	0.007241893365296534	1.2094877568616071e-18	0.4654309755406953	0.6435911955023693	0.9863536020464316	-6.6892295968176105
LV 413	8.838743784695978e-4	-1.2817679016939742e-18	0.07507797552322358	0.9404444552062248	0.9867482955484155	-6.795234285075814
LV 414	1.632983037139688e-4	6.842520377464073e-18	0.01520547324302376	0.9879271918073395	0.9943795940642786	-6.797955889504627
LV 415	0.005261112235123718	-7.480994990149981e-19	0.5798137577929251	0.5645761556509687	0.9863536020464316	-6.629356322044948
LV 416	0.003715791873867732	3.7344741496722933e-19	0.36001212329812254	0.7203148727773554	0.9863536020464316	-6.732895281701401
LV 417	0.008708822405292811	-1.3468200320431044e-18	0.8808989449778145	0.3824778073237791	0.9863536020464316	-6.410310325505598
LV 418	-0.0018467131311319265	-2.2985086056692693e-18	-0.170499453997516	0.8652875099734327	0.9863536020464316	-6.7834392126732315
LV 419	-0.007974739623950552	7.709882115452476e-20	-0.4531226431774324	0.6523697292095216	0.9863536020464316	-6.6948987153391215
LV 420	-0.00865285945893645	-6.625679942966972e-18	-0.7188730902442744	0.47547840706971645	0.9863536020464316	-6.539182012086813
