LV	Control...GPAneg	Control...GPApos	GPAneg...GPApos	AveExpr	F	P.Value	adj.P.Val
LV 183	-0.022095284073988607	-0.016520591129962056	0.0055746929440265505	-0.021500918375618253	5.205101474562129	0.007966551684843065	0.04378638799334222
LV 184	-0.012786689286135473	-0.009210446401377761	0.003576242884757712	0.03665434697911075	1.7720099560246303	0.17799927423665687	0.32414258979996374
LV 185	-0.01214907119792814	-0.02777162049894079	-0.015622549301012648	-0.008662228809648932	4.207068444505156	0.019078026036019036	0.0771721790883229
LV 186	0.010468388584638437	0.012346279523267608	0.001877890938629171	0.02552877868169109	1.957466889274812	0.1493453604556384	0.2944814072058404
LV 187	0.0011625850033078018	0.005085182192159767	0.003922597188851965	0.0016578084994666087	0.3117449256632013	0.7332427150840255	0.8131579323459923
LV 188	0.001355305157364194	0.006989924073563403	0.0056346189161992095	-0.017027513078084203	2.2388220498889995	0.11463557161024032	0.2497688944355567
LV 189	-0.0028606626001701566	-0.03158239866235681	-0.028721736062186656	0.0021727364985489575	13.703599650916685	1.0569632859163822e-5	4.967727443806996e-4
LV 190	2.532907074351276e-5	0.007329253606406596	0.007303924535663083	0.014508820007683929	1.135775016273784	0.32738226434599166	0.4908785718222354
LV 191	0.0160070404735122	0.027374829616412823	0.011367789142900625	-0.0069551774415201875	8.88525868280707	3.834873446819213e-4	0.00620495097050912
LV 192	-0.0029600067955186625	-5.40963814384593e-4	0.0024190429811340695	-0.028191249980252932	0.09262051000419552	0.9116578754460037	0.9441829203202579
LV 193	-0.0024785954655173886	-0.006485407000750079	-0.0040068115352326905	0.0245894006459591	1.030106347176984	0.36264803563883885	0.5217691125007783
LV 194	-0.0027931489581406854	-0.0036538834710528358	-8.607345129121504e-4	0.009986140375162888	0.26487915154199904	0.7681121732092684	0.837087046680267
LV 195	0.009637217686309664	2.6951994401641557e-4	-0.009367697742293249	-0.0030100189874039344	0.9320515824800382	0.39887604663181514	0.5544938845431008
LV 196	-0.002725199556430944	-0.011367657348123587	-0.008642457791692643	0.01724727923738175	2.5836905852199057	0.08313096594465688	0.20061189092268053
197,KEGG_ERBB_SIGNALING_PATHWAY	0.003615699498424629	-0.011217722553984861	-0.014833422052409489	0.01369501234455693	3.653230786582983	0.03129100902691045	0.10576789695055004
LV 198	-0.00304145627050341	-0.0056364896146101	-0.0025950333441066903	0.006456186893996599	0.9335275997916136	0.3983039275329739	0.5544795154796125
LV 199	-0.015013160870550497	-0.014462358815454797	5.508020550956997e-4	-0.008085833094411889	4.419175624364541	0.01581555891447063	0.06816574955712888
LV 200	-0.009762127197583015	-0.02112191987365666	-0.011359792676073645	-0.002831066477159002	7.347783011201561	0.001316721719708111	0.014602295925302308
201,MIPS_MEDIATOR_COMPLEX	-0.01272172149520609	-0.02222043700252043	-0.009498715507314341	-0.051744382158859625	3.5249363296620695	0.03512862569739529	0.11273947681451128
LV 202	0.004169152747504205	0.007952665951583848	0.0037835132040796426	0.010896357082376776	1.7445704662671608	0.1826968219869641	0.33194282327667884
LV 203	0.0018387630903942999	-0.0073279101370379565	-0.009166673227432257	-0.010429325067465616	1.9438581044481191	0.15127648501942942	0.2953269374239413
LV 204	0.002109160538448427	-0.005981600581684343	-0.00809076112013277	-0.02273463234320273	1.2127798477717522	0.30392322627655183	0.46944010068068337
LV 205	-0.021154556630541863	-0.002715270194042614	0.01843928643649925	-0.02732968354342263	4.541868731228613	0.01419650546007294	0.06457120225388015
LV 206	-0.0057599095723203896	0.018511747585056526	0.024271657157376916	0.021530298503348526	6.110938094318678	0.0036773856968132885	0.027086415542945642
LV 207	-0.002736810489240585	-0.00837422670114675	-0.0056374162119061655	-0.07459715313409604	0.6259862439953714	0.5378849653364546	0.6611363148033383
LV 208	-0.005109154127301143	-4.342599745509636e-4	0.0046748941527501794	0.027625807059112717	0.7649132187335868	0.46946368400358246	0.6080848505400733
LV 209	-0.007274413402841259	-0.011911779500298708	-0.004637366097457449	-0.004214155813806113	0.9884611983847452	0.37760151530077996	0.5370211752188325
LV 210	-0.009607202844331982	-0.0052271875845943784	0.004380015259737602	0.01200080698728126	1.2442021785473427	0.2948547630897692	0.46267353127122773
LV 211	-0.0011174488417414897	9.323630062266657e-4	0.0020498118479681552	-0.002171032817658136	0.036422476731273634	0.9642522501077346	0.9811515163467361
LV 212	-8.535094289116845e-4	0.005514743031299587	0.0063682524602112715	0.011075163368869672	0.611793450130012	0.5454306605052894	0.6640902226580053
LV 213	-0.007655983981305327	0.0030582740195720937	0.01071425800087742	-0.03433113356598992	0.7781615134428225	0.4634256464614625	0.6044716650685328
LV 214	-0.016350146178465034	0.010102954341812905	0.02645310052027794	0.014831612718632075	4.051429470997054	0.021907613615210424	0.08476674947010328
LV 215	-0.029800653669249562	-0.027550198227023072	0.00225045544222649	0.014688996822594185	5.480546734360989	0.006285579453535822	0.03759919345842337
LV 216	0.00413656770420727	-1.9235161376730814e-5	-0.004155802865584	0.024456965299619642	0.6589509352649654	0.5207712460709792	0.645159063055998
LV 217	5.460009686154253e-4	-0.009806912859934274	-0.0103529138285497	0.020851697825122854	2.3068273591666726	0.1075701945929102	0.2391256352774828
LV 218	-0.007005504258807143	-0.020699046216622757	-0.013693541957815613	0.012857581618289626	10.248532616054378	1.3333281526019253e-4	0.003562379934738686
LV 219	-0.004615484935797611	-0.01617405951776062	-0.01155857458196301	0.011101590121513825	5.288903601260255	0.007411015752802604	0.042245220810079094
LV 220	-0.0029842204298297175	-0.003877684571638836	-8.934641418091183e-4	-0.0039515688806780695	0.15561828536548822	0.8561996233835979	0.9018879704158069
LV 221	0.0023000769028723236	0.012516309425988944	0.01021623252311662	0.018244906291214436	2.9212851214921556	0.060877431281995444	0.1637221380799169
LV 222	0.0033996548882731445	0.005082926890364131	0.0016832720020909867	0.023935659854603476	0.3748774242764468	0.6888308002892524	0.7814666665350484
LV 223	-0.012238450437412434	-0.01532560172201463	-0.0030871512846021975	-0.010572189258768457	3.523347860191424	0.03517906805783855	0.11273947681451128
LV 224	0.003027498239482236	0.0032341531255855906	2.0665488610335445e-4	-0.027012471992503995	0.16457777860961922	0.8485995562997444	0.895794397933527
LV 225	-0.014865417034358834	-3.3865445572267604e-4	0.014526762578636158	0.0038007876536183924	2.8128383373812897	0.06726388327157214	0.17509421500150657
LV 226	7.815672959002318e-5	-0.007848813043417675	-0.007926969773007699	-0.04154199636373995	0.7790528005291021	0.4630223176171941	0.6044716650685328
LV 227	0.005710765306078256	6.600564238971041e-4	-0.005050708882181152	0.03009886436930698	0.1783533109551532	0.837049523386445	0.8860700745251234
LV 228	-0.003037238241638051	-0.0030854850335893143	-4.82467919512633e-5	0.026171517314495206	0.30261755834297915	0.7399035070924118	0.8161625259400372
LV 229	0.005608338542070313	-0.012661338698919678	-0.01826967724098999	-0.022542093225569524	4.944753129370289	0.00998251410833141	0.05026908890266888
LV 230	-0.0014126236138182723	-0.008972292246024902	-0.007559668632206629	-0.008484962322977924	2.56626543788203	0.0844853912935081	0.20338312489437194
LV 231	-0.0010674258845845483	-0.005806303350880837	-0.004738877466296289	0.030251546347834158	2.091049870626414	0.13168524208446372	0.2713430771134983
LV 232	-0.010128857575536436	-0.017257355779460373	-0.007128498203923936	-0.0023995620281352923	5.401791061846054	0.006725092249903438	0.03927613047724671
LV 233	-0.005996442131282375	-0.010496347991071495	-0.00449990585978912	0.016152047528765177	1.1447430810687516	0.32455680575190915	0.48757620590126993
234,REACTOME_RNA_POL_I_PROMOTER_OPENING	0.00573852095255542	-0.0011877654884435568	-0.006926286440998977	-0.031672254288101886	0.6150008143067289	0.5437159581443209	0.66391147573534
LV 235	0.004382307442714455	0.006241280315404931	0.0018589728726904765	7.81761277706295e-4	0.723549057717349	0.48884276917552966	0.6201642842882362
LV 236	-1.9575462296142834e-4	0.006777503939698805	0.006973258562660233	0.005177056186631933	1.088805107899528	0.34260003386673643	0.5039024463555184
LV 237	-0.01182377970224702	-0.00921895352697594	0.0026048261752710782	0.012835116017215915	2.543821790359618	0.086263470665587	0.2066554503566368
LV 238	0.005380923199394164	0.009009246448440362	0.003628323249046198	0.0015057371532711742	0.4820133014432733	0.6197001642489947	0.7272818812292006
LV 239	0.012188765889007996	0.016761564004935198	0.004572798115927201	-0.002462688159772418	3.801080269849944	0.027399211905253913	0.09902169222879229
LV 240	0.009043513446951488	-0.010035439804126408	-0.019078953251077897	0.022854463758076687	6.571359701884162	0.0024995792113680746	0.020907497301866862
LV 241	-0.0011793387454960835	0.004571672638067535	0.005751011383563619	0.019721111676207628	0.2853350995716523	0.7526868837982668	0.8245304709310647
LV 242	-0.0024660949404684447	-0.008315800492420658	-0.005849705551952213	0.023018142977908603	1.7403202075524682	0.18343579723125664	0.33220391168302804
LV 243	-0.008870921693543237	-0.008819072437387632	5.184925615560505e-5	0.005830206906728964	0.9443248216658839	0.394144447809266	0.5498358063391189
LV 244	0.002895538258997424	-0.008848136519260162	-0.011743674778257586	-0.03167803779512429	1.254108391284578	0.2920540091820864	0.4608338679014465
LV 245	0.013763552415943743	-0.005708806407453762	-0.019472358823397505	-0.044523903810350235	2.8165161979384044	0.06703636247025488	0.17509421500150657
246,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	-0.012093807440935654	-0.030211412267356963	-0.01811760482642131	0.04833496874074957	7.36163419129896	0.0013018974295313434	0.014602295925302308
LV 247	0.007436156865279552	0.00792367481320716	4.8751794792760775e-4	0.03121067303722767	1.8255043528039943	0.1691956687444829	0.316880692696024
LV 248	0.00300146145412791	0.004159427897248686	0.001157966443120776	0.007214998869459386	0.20300491865167003	0.8167830812256249	0.8724728367637357
LV 249	-0.012333411730653708	-0.005899960832581038	0.00643345089807267	-0.015631524958417426	1.2823897362693621	0.2842079667759794	0.4539049566470739
LV 250	-0.02595891488277578	-0.031414896520097824	-0.005455981637322048	-0.037697279786176166	7.497582097670329	0.00116520995450089	0.013691216965385456
LV 251	-7.361147854604774e-4	-0.004943929454175246	-0.004207814668714768	0.03412388221631196	0.2908074556569981	0.7486146899043616	0.8212138184681014
LV 252	0.004989441688043314	0.0171039999295997	0.012114558241556387	0.030505473203728886	4.554377206033482	0.014041333243641164	0.06457120225388015
LV 253	9.683812164249274e-4	-0.0016835477001751857	-0.002651928916600113	0.01989311736669958	0.09915157759614508	0.9057403522473488	0.9400270532787942
LV 254	0.009316325024774474	0.020019587886679353	0.010703262861904879	0.03394750889613947	6.327172865216198	0.003065828274264154	0.023730169530262586
LV 255	0.0019901729645293974	-0.006941656163822798	-0.008931829128352196	-0.0053129024850741705	1.9299954143633204	0.15327010551760306	0.29579320980010093
LV 256	-0.004941793098323634	0.001660718634279251	0.006602511732602885	0.014184294113439392	0.7860175409658544	0.45988303449830226	0.6019954311005629
257,KEGG_DILATED_CARDIOMYOPATHY	-0.002638171479229387	-0.02550617702099406	-0.02286800554176467	-0.039684039683617826	3.7930415803510065	0.027597407387293573	0.09902169222879229
LV 258	0.0011908307163818188	0.010430768447600526	0.009239937731218707	-0.019494588462527995	3.348236419463331	0.041223904890223054	0.12558022878595726
LV 259	-0.0030898719250228327	-0.011756164178164122	-0.008666292253141288	0.010819790900637399	2.302950932628481	0.10796061140985412	0.23945421002590117
LV 260	0.009670613327857127	0.0088126819165328385	-8.579314113242881e-4	-0.009565457693105031	1.8132800591720664	0.17116706921090513	0.3181579987027559
LV 261	-0.015172835154155078	0.0028068282751195508	0.01797966342927463	0.006770225679293259	2.1062928815924518	0.12981168335412682	0.270104892268721
LV 262	-0.0061809335269027744	0.002716841548185729	0.008897775075088503	0.011996062220076953	1.6140596822130548	0.20685254370720724	0.3639277373244448
LV 263	-0.008291358729652792	-0.007202738027466642	0.0010886207021861488	-0.006911785489466135	1.1044338352759513	0.3374571896959548	0.5001788997198581
264,DMAP_MEGA2	-0.010850147789223618	-0.05622846468026428	-0.04537831689104066	0.047969960771781985	5.121394026394375	0.008564391241583156	0.045940511714361816
LV 265	0.0063080719795118485	0.01290542847148042	0.006597356491968572	0.029311074115367135	3.4823459535429815	0.036507251963561235	0.11475368690456987
266,PID_FASPATHWAY	-0.00573636171943346	-0.0036163886642139147	0.002119973055219545	0.008591546713868883	0.39595666915655736	0.6746272315793054	0.7715609241816621
LV 267	-0.018201711687108768	-0.02851139954963288	-0.01030968786252411	0.002025270680721454	6.682854818202018	0.002278020139142681	0.019897397144547132
LV 268	-0.009605378814592141	-0.011639186059988649	-0.0020338072453965073	0.011751036113243107	2.5306849639898172	0.0873220709137941	0.20718000959594896
LV 269	-6.023083540419687e-4	0.0029554140259493425	0.003557722379991311	0.008194854168621809	0.30185285581996635	0.7404643797079073	0.8161625259400372
LV 270	0.006065739871094164	0.005042319402618638	-0.0010234204684755263	0.007107566927252421	0.8945840523254779	0.41368594269897585	0.5631834833708815
LV 271	0.009218350252125435	-0.0021240100666413964	-0.011342360318766832	0.014902397104250412	3.265795818442263	0.0444308998198501	0.1332926994595503
LV 272	0.0010244812460196064	0.010567083636218812	0.009542602390199205	0.006976691770713519	3.3939794449359884	0.03954832362587687	0.12168466600272933
LV 273	0.00980564802865656	-0.008922194056746147	-0.018727842085402707	0.003621609365207199	5.031291459717609	0.00925978447637641	0.04767716055647612
LV 274	-0.003691855520349705	-0.002501485584635749	0.0011903699357139561	-0.014017832132519408	0.14540956920808268	0.8649449125156596	0.9072270230105802
LV 275	0.004270620034615993	0.005030028021950801	7.594079873348078e-4	-0.02434261823024512	0.4058832075094327	0.6680434087239295	0.7675888759144569
LV 276	0.004382533931794703	0.004812076324957353	4.295423931626498e-4	0.013836156138594659	0.8745672702408868	0.4218290898961631	0.5703360434623465
LV 277	-0.002059461433418775	-0.006312794157482784	-0.004253332724064009	0.026463262269030167	0.7777499597867384	0.46361200654192436	0.6044716650685328
LV 278	0.0026168776373567387	-0.001845504147389816	-0.004462381784746555	-0.00853668609679028	0.23814958899987904	0.7887605041080321	0.8530366894143974
LV 279	0.0031278421200038823	-0.006368068237631489	-0.009495910357635372	-0.010239336331873558	1.2975241637632404	0.2800987843666918	0.44952439052020293
LV 280	0.005605283118358567	0.0063469597472176845	7.416766288591177e-4	0.011563565073251708	0.7330211236213816	0.4843335365965121	0.6160354571731199
LV 281	0.019462643256237356	0.022975994018524695	0.0035133507622873406	0.009622488686001808	5.8854281226573635	0.004450268818808865	0.029751764437401778
LV 282	0.004793726319516453	0.024285158282474836	0.019491431962958383	-0.029326159392258917	7.144549077355055	0.0015553854094119285	0.016104361028061735
LV 283	-0.004606440946200039	-0.0014833687801867699	0.0031230721660132693	-0.010116615966450235	0.3552851592326692	0.7023087333150182	0.7903976280295586
LV 284	0.0055725139994394456	-0.02069017697189629	-0.02626269097133574	-0.011616669943478089	8.050378327084665	7.450365426043832e-4	0.010357057289444032
285,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	-0.019980513610281837	-0.005993074976724725	0.013987438633557114	0.021757264383162465	4.191764304574197	0.019338740664461836	0.07759080095863345
LV 286	0.008718101715993819	0.0220220315006151	0.01330392978462128	0.015530834415002458	3.543847987602216	0.03453377340933011	0.11249120249177827
LV 287	-0.00318680366992306	-0.011595003625615243	-0.008408199955692183	0.02066420099540289	3.038438444555735	0.05467633145456004	0.15418507033634038
288,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.005978240518641962	0.018103547983203287	0.012125307464561324	0.014688430226862328	5.279644372815986	0.007470383533223572	0.042245220810079094
LV 289	-0.003778163645236818	-0.02054585711407745	-0.016767693468840633	-0.004236928540125477	7.746833007162971	9.51705188596839e-4	0.012042731040321539
LV 290	-0.001827082939568743	-0.011318339198266681	-0.009491256258697938	-0.029461628117695354	1.782502926826825	0.17623596892990195	0.32212018765520967
LV 291	-0.006037508144581129	-0.018831464199660017	-0.012793956055078888	-0.029477992570217777	3.7893081956600683	0.027689956489510305	0.09902169222879229
LV 292	-0.009408521581790449	0.008721902123309037	0.018130423705099485	0.026136302144901424	6.582643431324278	0.002476180355626937	0.02088880351285288
LV 293	-0.00412296024783464	-0.010061134232333992	-0.0059381739844993515	-0.02467532783781498	1.0096515005010307	0.3699149514782663	0.5306774085887338
LV 294	0.0037896832185805506	-0.0044641051130804976	-0.008253788331661047	0.008400594321596332	1.105611436260987	0.3370729212042523	0.5001788997198581
LV 295	0.008235006759650521	0.01594469190378868	0.007709685144138159	-0.002395156087134475	5.416449268700483	0.006640953502439704	0.039061847590355
296,REACTOME_TELOMERE_MAINTENANCE	-0.003921126732392076	-3.117476132141611e-4	0.003609379119177915	0.010086318248197532	0.39906661326489695	0.672557385419351	0.7709804174319388
LV 297	-6.789050285738452e-4	0.007596413108796399	0.008275318137370244	0.03893329212551756	0.9303171948115757	0.3995493948544604	0.554648738004715
LV 298	0.007231293711422636	0.015267649154826951	0.008036355443404315	0.016583068674263284	2.733007592748878	0.07240344537362423	0.18429767254198548
LV 299	-0.009029704009900122	-4.478958295342089e-4	0.008581808180365913	0.043414548654718915	0.7238894972774036	0.48867995384308677	0.6201642842882362
300,REACTOME_REGULATION_OF_APOPTOSIS	-0.0089261885312387	0.0040134169231718884	0.012939605454410589	0.02436525166766106	2.8625799064902893	0.0642529935243142	0.17002065578685824
LV 301	0.014372777728839478	0.01567417965614445	0.0013014019273049748	-0.005766112582134157	7.285067378831189	0.0013860519498595084	0.01520036971679261
LV 302	-0.010126589159565914	-0.007425809470359781	0.0027007796892061335	-0.03099733396173083	1.1546057718826794	0.32147848203220236	0.48591004864591686
LV 303	0.00141484137148545	0.014196040752396954	0.012781199380911504	0.012705942137047106	4.934201697746909	0.01007452646070896	0.05047491175999869
LV 304	0.008071647268734694	0.008324633167802551	2.5298589906785646e-4	0.007155922024230311	2.8661454678383187	0.06404257432392567	0.17001581740558094
LV 305	-0.00580798953964965	-0.0036791975111561525	0.0021287920284934975	-0.004596301142653045	0.6048825657272321	0.5491442804535028	0.6650373065124016
LV 306	-0.005326995882974618	0.008012330937257818	0.013339326820232436	-0.0075703047036254825	1.960553081745851	0.14891096546021962	0.2944814072058404
LV 307	-0.00473786683333147	-0.004850425788945106	-1.1255895561363555e-4	0.0333275858044593	0.5019598981236889	0.6076401135283518	0.7165361912216047
LV 308	0.007675428683837068	0.005472662352635832	-0.002202766331201237	0.00454600261889834	1.1671476264069782	0.3176073426029817	0.4822745340756045
LV 309	-0.004784731143436263	-0.00423716412372651	5.475670197097535e-4	0.036138598163814636	0.345141874256107	0.7093929761026578	0.7965538878422336
310,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.0036110709440625305	-0.00867620887091575	-0.012287279814978281	-0.021344422477531537	3.4718620320689926	0.036855082866950474	0.11511381895468392
LV 311	0.007065590352717154	-0.00558001612353946	-0.012645606476256614	0.01776914654554575	2.732321358688127	0.07244933834477241	0.18429767254198548
LV 312	-0.004564383411846028	-0.006966301254396724	-0.002401917842550696	0.022172005274855026	0.8282578041752319	0.44130776448148207	0.5842424450865109
LV 313	-0.009521776170814693	-0.0020469643630520538	0.007474811807762639	0.01860682948455779	1.5810163510107051	0.21347518994019282	0.3702987916888758
LV 314	0.003991505442141212	6.950690667394538e-4	-0.003296436375401758	0.01934900903681275	0.33083231431026455	0.7195124422583674	0.8043973289992327
LV 315	-0.0038105215368326242	-0.0031448950704628005	6.656264663698237e-4	-0.019474612792847144	0.15427616120891663	0.8573441319898728	0.9021307657505379
LV 316	0.006959885427509263	0.010498730689927868	0.0035388452624186047	0.01731422422330963	1.9818976265652721	0.14594204734793845	0.29158866545023326
LV 317	-0.011578549999489447	-0.014544101964184326	-0.0029655519646948807	-0.008992340547202805	4.161131078934812	0.019871681003002878	0.07940627186220178
LV 318	-0.005005922811403957	-0.005053789132093537	-4.786632068957963e-5	0.02207271069397849	0.5236593528024039	0.5947945663069163	0.7064527520396227
LV 319	-0.005787264793744001	-0.003814536519954323	0.0019727282737896784	0.03003441575932996	0.3555104137632874	0.7021522417005275	0.7903976280295586
LV 320	-0.007200992378029089	-0.015606075808230115	-0.008405083430201027	-0.011527139518215495	5.32120635615307	0.007207677741288559	0.041360336806115165
LV 321	0.011141783397738306	0.01770316619672936	0.006561382798991055	-0.004694270779667368	3.740901137985019	0.02891932052708484	0.10111582487498832
LV 322	-0.005760827408163037	-0.007020994168820559	-0.0012601667606575218	-0.006185614038859393	0.8289812604859426	0.4409964441971695	0.5842424450865109
LV 323	-0.002271098019397304	0.018172692369178255	0.02044379038857556	0.005043966222874749	6.754799334180939	0.0021458892649521017	0.01894044166760959
LV 324	-0.004045692600717712	-7.389007856048388e-4	0.003306791815112873	0.019921988553508324	0.32439455124431416	0.7241135112212223	0.8065426013125845
LV 325	0.0013171931918983387	0.004147184060055445	0.002829990868157106	0.03636819389547487	0.20508007299300599	0.8151003040603372	0.8716186350027658
LV 326	-0.012433842621262655	0.0024301270597972963	0.014863969681059951	-0.009064744149009889	4.129365197400314	0.020440328287621518	0.08102250610394553
LV 327	-0.001590805318378824	0.011150666458124582	0.012741471776503406	0.011076125319636648	3.68856563155333	0.030311887430680765	0.10352191312831113
LV 328	0.0156187902126445	0.026903407345273207	0.011284617132628707	0.010202866761308434	5.173427744933301	0.008187540535572668	0.04440166213522101
LV 329	0.003987105371143473	0.010671234880982084	0.006684129509838612	0.013344376613674047	2.105515479998467	0.1299065679249094	0.270104892268721
LV 330	-0.013955178753232553	-0.009306147741452261	0.004649031011780292	-0.015342050027333099	1.950661190282505	0.15030791265726715	0.2953269374239413
LV 331	0.006568099507801506	0.004668823942617842	-0.0018992755651836635	0.009944308082222447	0.7341996562905025	0.48377549490795047	0.6160354571731199
LV 332	-0.007378085561052183	0.03195673806509322	0.039334823626145404	0.019883802240529377	18.362376274668247	4.595029642441348e-7	5.9073859185299846e-5
LV 333	-0.009704653342423243	-0.014895198857173879	-0.005190545514750636	-0.011874279694398906	4.949743874251859	0.009939295051252326	0.05026908890266888
LV 334	0.007799677581940179	-0.011482117435315214	-0.019281795017255392	0.014749994843422886	1.968356449983308	0.1478184053181611	0.29296539367274094
LV 335	0.010008284114329817	0.011911335020492051	0.0019030509061622328	0.011093729972178085	1.9100542993530163	0.15618547046926487	0.29875011502551246
LV 336	-0.012715592555609221	-0.011109131462085132	0.0016064610935240904	0.0041722032996167994	3.4976258338133	0.036006349240215736	0.11436197716926341
LV 337	-6.946862930181687e-4	-0.011551431406212447	-0.010856745113194278	0.02639672106208086	2.2949207825662405	0.10877402497672828	0.24017888736472218
LV 338	-0.007656001091786454	-0.024626088003674357	-0.016970086911887904	-0.004800236624369516	6.912185685295644	0.001883657739900193	0.017859884826083104
LV 339	0.0011183401910879326	0.004221286169720458	0.003102945978632525	0.03363180310351762	0.2645146965089977	0.7683899334268713	0.837087046680267
LV 340	0.0033005803310452615	0.010276446058156412	0.00697586572711115	-0.019891137726834547	2.7648772305101414	0.07030477743833828	0.18070524825947887
LV 341	-0.002579125168564761	-8.785552898194181e-4	0.0017005698787453428	0.03048424547419687	0.05719777836096296	0.9444541290035235	0.9697765138761241
LV 342	-0.006041116275736764	0.009670444371070504	0.015711560646807267	-0.00670823991666127	3.6538942148086604	0.031272328529226276	0.10576789695055004
LV 343	8.586549628043436e-5	0.019207705628783118	0.019121840132502683	0.01719405313030943	3.950723319418527	0.02396584703760355	0.09028355353478895
LV 344	-2.2155731434163328e-4	0.007931325311913923	0.008152882626255556	0.018802371256493398	2.531936247767259	0.08722066490661627	0.20718000959594896
LV 345	-0.007808116006582561	-0.004024352929051067	0.003783763077531494	0.017105795208823354	1.1019777481279731	0.3382601001370716	0.5001788997198581
LV 346	0.014474827749900441	0.022908382596663755	0.008433554846763313	-0.011944552341988865	7.135976590433212	0.0015663816197506854	0.016104361028061735
LV 347	-0.004180414449248663	-0.005017889836744564	-8.374753874959007e-4	-0.012414398762529618	0.33018033310190453	0.7199770391766955	0.8043973289992327
LV 348	5.529048990760184e-5	0.006584239596514212	0.00652894910660661	0.004525548690009325	0.7548965459216993	0.47408265194095256	0.6132628800337093
LV 349	0.004072441430366034	0.009208319655363117	0.0051358782249970834	0.02960415964174833	1.3273291118960442	0.27218439797424776	0.4389640535957231
LV 350	0.004575876723105658	-0.007825244909104596	-0.012401121632210254	-0.023821941877050286	1.1222480951209657	0.33169205805570773	0.4938420697570655
LV 351	0.008156937974026625	-0.0048371206389298625	-0.012994058612956487	-0.010405439846117609	2.390924178643713	0.09944911176780662	0.22794563787063674
LV 352	-0.0018893910991693227	-0.017201378208933187	-0.015311987109763864	-0.039742808334839355	6.890279389923589	0.0019180828688599892	0.017859884826083104
LV 353	-0.010439642777365008	-0.0028930835171073754	0.007546559260257633	-0.0069949108109821	1.1982822334634404	0.308203638329304	0.4738270888333692
LV 354	-0.001520959031274363	0.02472102139407629	0.026241980425350656	-0.001114495884160615	10.430014266708998	1.1613261424739213e-4	0.0033712614782992955
LV 355	-0.006423177436861601	-0.0015707938851809676	0.0048523835516806335	-0.019379496996272477	0.552504746663313	0.5781506393913911	0.6916784013082461
356,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	-0.012622068423226565	-0.011000290123321571	0.001621778299904994	-0.025817151050739656	2.1889742904120633	0.12011692853210379	0.25829065024223624
LV 357	0.0011956198532956592	0.01269643427307677	0.01150081441978111	0.0015757566835089372	2.281419888653928	0.1101558594248874	0.24214662194290393
LV 358	-0.004206044268510124	0.003621995832064017	0.00782804010057414	0.005854223630852061	0.9199737963283113	0.4035894469518581	0.5559472423564319
LV 359	0.003808938237284549	0.009669423403180787	0.005860485165896238	-0.013048977242645105	1.3618453863407332	0.26330619534733324	0.4281436817262239
LV 360	0.00855345446960018	0.008047454335102275	-5.060001344979054e-4	-0.026155597636836673	1.2758384210510108	0.28600594467131635	0.45530301192030526
LV 361	-0.018081281343543715	-0.006325329888781693	0.011755951454762024	0.002762687020452858	1.806213221468123	0.1723175125573394	0.3190945307581501
LV 362	-0.015017333521104653	-0.008796522047737405	0.006220811473367246	-0.00537551285195801	2.4892166850041253	0.09075236801103709	0.21185229064471264
LV 363	6.523005785749846e-4	0.006504369019062289	0.005852068440487305	0.009730143018897068	0.949906790822441	0.3920116477621772	0.549595875484757
LV 364	-0.0036073778470277797	0.005492922830928188	0.009100300677955968	0.017407462804608476	1.7213330292367177	0.18677482312124005	0.3363991795997517
LV 365	-0.0030542223589038325	0.00411852938815057	0.0071727517470544025	0.008957496583170764	2.291916076731893	0.1090800076038685	0.2403168917522728
LV 366	-0.002322706656213336	-0.0013482695379678222	9.74437118245514e-4	-0.011678983444522279	0.08130645134304829	0.9220035196696437	0.9538967231802289
LV 367	0.00244236340500977	0.0076321209255997054	0.0051897575205899354	-0.018418451360396063	0.8927729967400893	0.41441599851677813	0.5634002624463637
LV 368	-0.010294320241687128	-0.005562273686805404	0.004732046554881724	-0.019183895571952936	1.7874336563373427	0.17541360347750332	0.32186602611526166
LV 369	0.016869744910488805	0.005124035057836485	-0.01174570985265232	0.01868971452710315	3.3394088503286414	0.041555592270612625	0.12620113714182973
LV 370	-0.013740750203250114	-0.0027432212889875636	0.01099752891426255	-0.01660998949927154	2.8449683827306322	0.06530282366091453	0.17187703187552705
LV 371	0.01086533475859603	0.023073699442775663	0.012208364684179634	0.0062751885415934594	3.0353377250363023	0.054831772733592174	0.15418507033634038
LV 372	0.003935722337209426	-0.0014832499104144997	-0.005418972247623926	-0.018024621914196112	0.3234013793964529	0.7248260256983409	0.8065426013125845
LV 373	-2.7356735824736727e-4	-0.014757917973276611	-0.014484350615029245	0.012195925719816402	2.6522115439244507	0.07801824271697477	0.19396474952557707
LV 374	0.0011142628306378376	-0.0025322914043373126	-0.0036465542349751502	-0.027081972812102232	0.13700789916383754	0.8722112164908864	0.9110491587344126
