pathway	LV index	AUC	p-value	FDR
IRIS_NKcell-IL15stimulated	56	0.562303736403768	0.264545065484699	0.3899321787144331
DMAP_EOS2	56	0.956870532168388	2.39575175064847e-4	0.0012275375636655967
SVM Macrophages M2	56	0.426433801791968	0.771422607300381	0.8234630212849305
SVM Mast cells resting	56	0.906633466135458	5.56735008420678e-6	4.218639922962321e-5
SVM Eosinophils	56	0.700079782990267	0.00776604374807798	0.027409308502589453
PID_IL4_2PATHWAY	56	0.51171588188348	0.443754960877048	0.5617415740043572
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	57	0.750826972010178	0.0208740269398514	0.060377561793763725
BIOCARTA_MPR_PATHWAY	57	0.35763358778626	0.876073763786159	0.9012001623651119
MIPS_CEN_COMPLEX	57	0.510103420843278	0.464262498782246	0.5768434742375251
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	57	0.519897877772459	0.409725293738217	0.5273497799788535
PID_INSULIN_PATHWAY	57	0.58669097720389	0.186781581928948	0.3169983945671105
PID_ILK_PATHWAY	57	0.436912163239279	0.741430227692571	0.8025944919488999
REACTOME_TRANSLATION	57	0.534332615512486	0.303852473966838	0.4268214908463677
REACTOME_MEMBRANE_TRAFFICKING	58	0.576955508539539	0.0959455068062422	0.19825983514602194
SVM Dendritic cells resting	59	0.776270713830465	3.89477814493148e-4	0.001904900583611942
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	59	0.63706775845873	0.038385358786616	0.09695456820281413
REACTOME_INTERFERON_GAMMA_SIGNALING	59	0.651315322980926	0.025416906710232	0.0715931717806535
KEGG_AUTOIMMUNE_THYROID_DISEASE	59	0.780888747481175	0.00153102581307606	0.006696682011666019
KEGG_VIRAL_MYOCARDITIS	59	0.73321092128373	7.49953606723044e-4	0.003602455718008908
KEGG_GRAFT_VERSUS_HOST_DISEASE	59	0.780472933566619	0.00155490081366344	0.006746263207668796
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	59	0.791479722960317	1.52061029478686e-5	1.0226104232441633e-4
IRIS_CD4Tcell-Th1-restimulated48hour	60	0.98880622483107	2.66309406259277e-7	2.653230751249834e-6
IRIS_CD4Tcell-Th2-restimulated48hour	60	0.826148585198179	7.42494196168429e-5	4.341976929767552e-4
IRIS_MemoryTcell-RO-activated	60	0.806592238171186	1.81532507961902e-4	9.669751414208245e-4
REACTOME_G1_S_TRANSITION	60	0.745261465561009	1.65333471878326e-5	1.0847488764699924e-4
PID_E2F_PATHWAY	60	0.650441987589875	0.0177213242723975	0.05448041404885631
PID_FOXM1PATHWAY	60	0.788569685394451	0.00307779967977032	0.012640123875697956
PID_AURORA_B_PATHWAY	60	0.606079220986053	0.13828229355404	0.2592190729340541
REACTOME_G2_M_CHECKPOINTS	60	0.925249169435216	6.43056250177437e-6	4.6751927377765015e-5
PID_AURORA_A_PATHWAY	60	0.689809660145273	0.0357927127523333	0.09257922817670824
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	61	0.733821053110636	0.0130341255894603	0.041007950684968666
KEGG_RNA_DEGRADATION	61	0.379370908510299	0.915016339029984	0.932346193935855
MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	61	0.738333244713848	0.00505881008457056	0.019302410109921713
PID_BETACATENIN_NUC_PATHWAY	63	0.656817455475174	0.0306825922861114	0.08295092788908509
PID_ATM_PATHWAY	63	0.643679075193552	0.102742383832033	0.207023979406868
PID_RAC1_REG_PATHWAY	63	0.738974685559624	0.0114672260787042	0.037164865243029276
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	63	0.634250039827943	0.0859612836090613	0.18498868232669993
MIPS_CEN_COMPLEX	63	0.570007955449483	0.268703145366561	0.39176772955883415
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	63	0.496591873541269	0.512027908631256	0.6168385655966684
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	63	0.559512053441766	0.238941222202812	0.3663530996179468
REACTOME_AMYLOIDS	66	0.471811190665606	0.610497965721766	0.6856950011655742
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	66	0.497574497574498	0.513649957968973	0.6168385655966684
KEGG_RIBOSOME	66	0.695618046549724	0.017679368443828	0.05448041404885631
MIPS_RIBOSOME_CYTOPLASMIC	66	0.607790967389821	0.123072612191402	0.23732281490671783
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	66	0.526499760994264	0.380406141998324	0.5003875413083089
REACTOME_INFLUENZA_LIFE_CYCLE	66	0.608009892018425	0.0350337872470095	0.09149600747034521
REACTOME_TRANSLATION	66	0.804223808984095	1.67309698669594e-7	1.764953291847874e-6
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	67	0.493063307287514	0.530604564851407	0.6243190637065561
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	67	0.377288620470439	0.844163082506764	0.8767562517155193
WNT_SIGNALING	67	0.555741538461539	0.229582578989032	0.35610410002960774
REACTOME_POTASSIUM_CHANNELS	67	0.667526001523769	0.0319825453811317	0.08560502196541718
DMAP_DENDA2	68	0.493125321143181	0.530726264381352	0.6243190637065561
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	68	0.584206270445106	0.0105172313477489	0.034927595463511776
IRIS_Neutrophil-Resting	69	0.721703140216453	1.5141138326478e-10	3.7026965543841654e-9
KEGG_ABC_TRANSPORTERS	69	0.713563364604866	0.0330929236498571	0.08813857882981743
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	69	0.739913048088649	0.0118719674202346	0.03801856233384652
REACTOME_MEIOTIC_RECOMBINATION	69	0.428685132123528	0.766101122844613	0.8210406455984098
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	69	0.877070819823172	6.60077148139529e-6	4.734953409320887e-5
REACTOME_INNATE_IMMUNE_SYSTEM	69	0.499188483522687	0.507599939808613	0.6136826238585029
PID_P53DOWNSTREAMPATHWAY	69	0.624628232363929	0.0122953844373397	0.03914151968809916
PID_PDGFRBPATHWAY	71	0.520750191124796	0.350404764837822	0.4736627223184629
PID_IL1PATHWAY	71	0.689610837177244	0.0363764690978613	0.09327261846231169
REACTOME_IL1_SIGNALING	71	0.565947187663475	0.250102177209434	0.37525058906011705
PID_IL4_2PATHWAY	71	0.556855546687949	0.243786967292422	0.3694574321220367
IRIS_Monocyte-Day0	72	0.808189139240264	8.41129590801436e-11	2.2626385992558625e-9
IRIS_Monocyte-Day7	72	0.662569504298016	7.65662609658545e-5	4.42931703221825e-4
SVM Monocytes	72	0.820491541653367	1.55969822978715e-4	8.562424975770272e-4
SVM Dendritic cells resting	72	0.591937539834289	0.177503976004945	0.30652732497869684
KEGG_LYSOSOME	72	0.692366859570727	6.70048872434801e-4	0.0032476242645939003
KEGG_PEROXISOME	72	0.578700969535902	0.156488295436453	0.27877716206891295
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	72	0.587019944833439	0.224161721410884	0.3512095406312194
DMAP_ERY3	74	0.825488017062356	7.49831851730195e-28	1.0085238405771123e-25
DMAP_ERY5	74	0.800132923269391	9.9664403472628e-21	7.659921295467695e-19
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	74	0.380641492265696	0.887351376672313	0.9075951343150274
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	74	0.453820051959069	0.668152412852427	0.7388775047199224
REACTOME_APOPTOSIS	74	0.536297253634895	0.243087552831416	0.3694574321220367
DMAP_MEGA2	75	0.514181193310658	0.436867608113319	0.5556377616193041
REACTOME_AMYLOIDS	75	0.507478122513922	0.472739401761663	0.5846753980408613
REACTOME_MEIOTIC_SYNAPSIS	75	0.77784224057516	0.00298849076070643	0.012367754071231227
REACTOME_MEIOTIC_RECOMBINATION	75	0.705166689407377	0.0211620828315	0.060883425472443846
REACTOME_RNA_POL_I_PROMOTER_OPENING	75	0.992972844211529	1.13115195153465e-4	6.405892104480439e-4
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	75	0.590225862891681	0.20426142774271	0.33121264841692943
REACTOME_TELOMERE_MAINTENANCE	75	0.719591062917486	0.00688454588564187	0.024869980808222697
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	75	0.694475535657179	0.00587103747096493	0.021857342167764693
PID_TRKRPATHWAY	76	0.401037675606641	0.874835736576407	0.9012001623651119
IRIS_Monocyte-Day1	77	0.713615635877606	9.38196904714952e-9	1.2618748368416103e-7
PID_FRA_PATHWAY	77	0.656956590872953	0.0873443340086035	0.1864732210183678
PID_NFAT_TFPATHWAY	77	0.752469332483671	0.00288204327928068	0.01201968437405431
PID_IL1PATHWAY	77	0.464954138168708	0.63001930306784	0.7046785551985404
PID_BMPPATHWAY	77	0.640837974012198	0.091275713711885	0.19257385873331032
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	77	0.550996542607281	0.256833749355605	0.3808586819312337
PID_HIF1_TFPATHWAY	77	0.766055351339833	1.83488615364485e-4	9.678125006479699e-4
DMAP_ERY3	78	0.72195431329629	1.69541715246472e-14	9.121344280260193e-13
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	78	0.588211899459115	0.198871075445297	0.3271946134237608
KEGG_BASE_EXCISION_REPAIR	78	0.453786191536748	0.671147843400794	0.7388775047199224
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	78	0.424617019570099	0.880840720127756	0.9026520141499672
KEGG_OXIDATIVE_PHOSPHORYLATION	80	0.563916550665667	0.172369113222303	0.30011191881423627
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	80	0.400566459230892	0.863555775378163	0.8917332191045138
REACTOME_METABOLISM_OF_NUCLEOTIDES	80	0.518594381010488	0.414913892468249	0.5302225039142945
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	80	0.509346373961268	0.461097252284186	0.5763161083719064
REACTOME_SIGNALING_BY_RHO_GTPASES	80	0.581104400345125	0.10904180472513	0.217275892378222
IRIS_NKcell-control	81	0.59269598199252	0.145207591976714	0.26264320836385646
DMAP_ERY2	81	0.816119004038467	3.26123253648665e-5	2.0641683583880204e-4
DMAP_MONO1	81	0.572244947064485	0.135912706721564	0.2556679587979071
SVM NK cells resting	81	0.331082748907378	0.983393217150459	0.9888699414491269
SVM Mast cells resting	81	0.536464143426295	0.347415123468605	0.47199327380330675
KEGG_PPAR_SIGNALING_PATHWAY	81	0.519540107709751	0.411843804602421	0.5278776189708558
REACTOME_ION_CHANNEL_TRANSPORT	81	0.552909379968204	0.326451945935521	0.4538272530059698
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	81	0.532205013571771	0.34929986470147	0.47335850682466213
PID_CMYB_PATHWAY	81	0.527275641025641	0.344036691482161	0.4691267017847455
IRIS_PlasmaCell-FromBoneMarrow	83	0.452598933936359	0.794870112011299	0.8451385775930412
Custom_Treg	83	0.715260152284264	0.144748234555529	0.26264320836385646
MIPS_28S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	83	0.715330788804071	0.0469540805156905	0.11177564299752871
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	83	0.58043273177246	0.0202633458550387	0.05892800037843687
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	83	0.353117110560193	0.911813897683845	0.9308460663262023
PID_FRA_PATHWAY	84	0.486150421370647	0.546234784745299	0.6360915891622745
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	84	0.615050858232676	0.167615844661616	0.29469713865342945
KEGG_ARACHIDONIC_ACID_METABOLISM	84	0.491431906201921	0.531387825792932	0.6243190637065561
DMAP_PRE_BCELL2	85	0.5880143869671	0.287054588759798	0.4107323637041791
IRIS_CD4Tcell-N0	86	0.971139052469627	2.53175214085943e-6	2.196907502874796e-5
IRIS_CD8Tcell-N0	86	0.793900941465411	0.0010636971685608	0.00476890897238092
DMAP_TCELLA2	86	0.929038748534271	2.02128106999412e-9	3.5079006956672145e-8
DMAP_TCELLA6	86	0.932762427728871	6.73141488430438e-9	1.0347146307873591e-7
SVM T cells CD4 naive	86	0.974774870594909	8.79384329897418e-9	1.2130994089354126e-7
SVM T cells CD4 memory resting	86	0.94571938802708	5.20872393031026e-10	1.0778051825026616e-8
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	86	0.725831600831601	9.83974740455034e-4	0.004486257714956003
IRIS_Neutrophil-Resting	87	0.856724179115448	1.32507660347905e-22	1.1881520211195481e-20
SVM Neutrophils	87	0.95393571615226	1.29752582600583e-8	1.6620687961693728e-7
PID_FCER1PATHWAY	87	0.595520632107946	0.120852359077335	0.23557452602755882
PID_MAPKTRKPATHWAY	87	0.675628380528158	0.055978117551455	0.12925419417460426
KEGG_P53_SIGNALING_PATHWAY	87	0.533493205435651	0.334233071874493	0.4612831241733111
PID_AR_PATHWAY	87	0.581326840172441	0.171114511279758	0.29889482814451235
PID_BMPPATHWAY	87	0.608300185627155	0.163481505590356	0.2890636534769512
PID_IFNGPATHWAY	87	0.671360327570519	0.0469313410075666	0.11177564299752871
PID_PI3KCIPATHWAY	87	0.619386850965798	0.0928994976926174	0.19523410061964128
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	87	0.592251438618926	0.118893713928094	0.23331497056245779
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	88	0.550869261587092	0.0789277873198209	0.17331897786964756
PID_FGF_PATHWAY	88	0.575533694440019	0.20931908192374	0.3361601972387227
SVM Macrophages M2	89	0.358211670532587	0.922811950058316	0.9361847635973735
KEGG_ECM_RECEPTOR_INTERACTION	89	0.717162032598274	0.00311457632920152	0.012694258069018319
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	89	0.671995969880157	0.0549234764749171	0.12736564803235087
REACTOME_NEURONAL_SYSTEM	89	0.582665056033783	0.037979933786581	0.09638303951500272
REACTOME_POTASSIUM_CHANNELS	89	0.68353443540814	0.0182762475015561	0.05527418356393808
KEGG_AXON_GUIDANCE	89	0.708110897723331	2.9079300788149e-4	0.0014485799837059411
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	90	0.519054350012291	0.360809567704968	0.48048402828037823
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	90	0.639886187963111	0.0459796969055606	0.11142827448284506
REACTOME_MEMBRANE_TRAFFICKING	90	0.461265446294422	0.731374141813423	0.7949076531224677
KEGG_LYSOSOME	91	0.567328400849755	0.125180872371326	0.23882024587153683
SIG_CD40PATHWAYMAP	91	0.442928730512249	0.694770762433344	0.7597290044494697
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	91	0.39671174754707	0.821717927605094	0.8605891457229781
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	91	0.487627307447486	0.54400344178415	0.6348673572231512
REACTOME_MEMBRANE_TRAFFICKING	91	0.547205102259835	0.215512448717108	0.3430346077213139
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	94	0.714817180265049	0.00796537924076337	0.02747034635596598
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	94	0.474810653444629	0.593534258450568	0.6750981628888066
PID_INSULIN_PATHWAY	94	0.493962219033955	0.524201848662542	0.6239393685408133
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	94	0.475235765439977	0.604004856902993	0.6798213661376783
PID_PI3KCIPATHWAY	94	0.483891547049442	0.568116802661351	0.6544900210531196
PID_IL8CXCR2_PATHWAY	98	0.488877399512143	0.54090068369004	0.6332307583036861
DMAP_DENDA1	100	0.694692618591789	0.0125858067756886	0.039830376737179214
DMAP_DENDA2	100	0.553739435496731	0.268478126822376	0.39176772955883415
SVM Dendritic cells resting	100	0.59888862332696	0.141994750448381	0.26264320836385646
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	100	0.54885844329278	0.0854103922275723	0.1845413293913008
KEGG_ARGININE_AND_PROLINE_METABOLISM	101	0.595009558706388	0.142256332579313	0.26264320836385646
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	103	0.586061982154238	0.18989461271823	0.3202611336752593
MIPS_28S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	103	0.966539440203562	8.3249451973271e-5	4.764702676768064e-4
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	103	0.568247241324164	0.196862126844623	0.32542390707122826
KEGG_DNA_REPLICATION	103	0.79780094434718	0.00423566121508797	0.016618910617968052
REACTOME_METABOLISM_OF_NUCLEOTIDES	103	0.597359016822104	0.122037628006999	0.23698110825430144
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	103	0.784899888765295	0.0198818391221845	0.05892800037843687
REACTOME_TRNA_AMINOACYLATION	103	0.916168738049713	1.07888070274349e-5	7.393407057606414e-5
MIPS_55S_RIBOSOME_MITOCHONDRIAL	103	0.853242521367521	3.95281331458827e-7	3.797524220086588e-6
DMAP_CMP	105	1	0.00426284324401411	0.016618910617968052
DMAP_DENDA1	105	0.660666170318372	0.0364075276525752	0.09327261846231169
DMAP_EOS2	105	0.899920571882446	0.00146126650015299	0.006443945713789415
DMAP_PRE_BCELL2	105	0.824129905849995	0.0183904811485965	0.05527418356393808
SVM Mast cells resting	105	0.665029880478088	0.0411875329284189	0.10258746627541376
SVM Mast cells activated	105	0.733551059423291	0.00697890896527449	0.02503102015545117
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	105	0.580549339300938	0.149772021999051	0.2694894576437774
KEGG_NUCLEOTIDE_EXCISION_REPAIR	106	0.740838113448056	0.00792766400824042	0.02747034635596598
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	106	0.502108529598982	0.492748601368005	0.6052482820456317
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	106	0.50069695517707	0.496769603377595	0.6060363868869526
IRIS_CD4Tcell-N0	107	0.330892885564221	0.937043794994216	0.945834074496976
DMAP_TCELLA2	107	0.480372561560601	0.599159776930706	0.6786272841867785
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	107	0.551636928469014	0.294801421632422	0.4180706407620438
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	107	0.597680131338749	0.00402788039411032	0.016171639194263822
KEGG_PYRIMIDINE_METABOLISM	107	0.443595604748155	0.797685878427615	0.8457670798886284
IRIS_Monocyte-Day0	109	0.864506228993307	7.15671393909433e-16	4.278124554703055e-14
DMAP_MONO2	109	0.864346636626971	4.9434996120766e-10	1.0638411165188843e-8
SVM Monocytes	109	0.804947334822854	1.50328423052013e-4	8.33780325793639e-4
SVM Dendritic cells resting	109	0.66449569789675	0.0406444879584053	0.10170574196103278
PID_IL8CXCR2_PATHWAY	109	0.574968183264397	0.245791677294486	0.3704087461748837
KEGG_LYSOSOME	109	0.74149512856201	1.08564899173031e-5	7.393407057606414e-5
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	109	0.262575612862146	0.990671301631738	0.990671301631738
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	109	0.548188175460903	0.343278625580748	0.4691267017847455
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	109	0.536277207905929	0.359600317351079	0.48006196212129154
REACTOME_BIOLOGICAL_OXIDATIONS	109	0.576110899179208	0.151999493704342	0.27168015818251157
IRIS_DendriticCell-LPSstimulated	110	0.679824028475652	1.20735270595956e-6	1.0648455013217102e-5
SVM Macrophages M1	110	0.724525961368067	0.00468247888240456	0.0179940974195261
SVM Dendritic cells activated	110	0.803852965941755	5.07754138060952e-5	3.104224162236274e-4
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	110	0.611994909322303	0.145202285383046	0.26264320836385646
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	110	0.831822278776311	8.68514569482132e-4	0.004098313399802043
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	110	0.654909508676126	3.76502210722949e-5	2.3553277833598434e-4
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	110	0.509817304848361	0.460159010846113	0.5763161083719064
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	110	0.726890979641737	0.00433076441115093	0.016762239231648924
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	110	0.68054669219315	0.0183792514661755	0.05527418356393808
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	111	0.487942592767444	0.576244179462173	0.6596156777673384
MIPS_SPLICEOSOME	111	0.567204005814893	0.0968570324277553	0.19888963147378763
REACTOME_TRANSLATION	111	0.582521062374854	0.0941261350225017	0.1970422593078051
KEGG_SPLICEOSOME	111	0.520356718889687	0.356009111067334	0.477638158988094
DMAP_HSC3	113	0.542671065297609	0.250399556640487	0.37525058906011705
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	113	0.669793634752552	8.41147675305232e-4	0.00400475618862137
IRIS_CD8Tcell-N0	116	0.63219174967026	0.0961818159351519	0.19825983514602194
DMAP_BCELLA3	116	0.501133642024589	0.494707727726808	0.6053289966242914
SVM Dendritic cells resting	116	0.523820905035054	0.400892247789192	0.5172182957088377
IRIS_CD4Tcell-Th2-restimulated12hour	117	0.557952555325585	0.286977001697551	0.4107323637041791
DMAP_NKA2	117	0.85599824168798	3.05427768922184e-6	2.4896990860626517e-5
DMAP_TCELLA1	117	0.806587643296302	3.69715879916993e-4	0.0018248361779389197
SVM T cells gamma delta	117	0.587270693837238	0.1443190114298	0.26264320836385646
SVM NK cells activated	117	0.558082826990726	0.230342429015434	0.35610410002960774
DMAP_DENDA2	118	0.477559843370719	0.601679508029438	0.6798213661376783
PID_AP1_PATHWAY	118	0.5254316040133	0.373480909867135	0.49369221009464037
MIPS_MEDIATOR_COMPLEX	119	0.766878811986211	0.0111414294079421	0.03632781225135061
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	119	0.650485169257912	5.81552986936626e-5	3.438192384306646e-4
MIPS_SPLICEOSOME	119	0.576759812631239	0.0901426843607472	0.1909321424648897
PID_HDAC_CLASSI_PATHWAY	119	0.566464885082927	0.201212781845091	0.32803780797775445
MIPS_55S_RIBOSOME_MITOCHONDRIAL	119	0.483568376068376	0.588007977743313	0.6710802437449186
DMAP_DENDA1	120	0.574115436431965	0.197189951124945	0.32542390707122826
SVM Dendritic cells resting	120	0.583183954748247	0.183664505464068	0.3126946327204702
REACTOME_POTASSIUM_CHANNELS	120	0.601162316837648	0.1224549221091	0.23698110825430144
IRIS_MemoryTcell-RO-unactivated	122	0.982309569276469	4.90043658149129e-6	3.8771101188857564e-5
DMAP_TCELLA7	122	0.969018967166082	3.42301589921265e-7	3.348331915957101e-6
Custom_Treg	122	0.624762055837564	0.254647271877526	0.3805562007503028
SVM T cells CD4 memory resting	122	0.840529878991417	5.01441950492881e-6	3.9097937589155066e-5
SVM T cells follicular helper	122	0.704023630847836	0.00786512734624232	0.02747034635596598
SVM T cells regulatory (Tregs)	122	0.894764530392627	1.5443826033947e-7	1.6956690625027523e-6
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	122	0.578190881506876	0.0465682822524788	0.11177564299752871
PID_IL2_1PATHWAY	122	0.646559156953537	0.0415604268980291	0.1030392150743763
BIOCARTA_DEATH_PATHWAY	122	0.586926544683108	0.212937175676206	0.34095297771963934
SVM T cells CD4 naive	124	0.654967028291853	0.0433014084039985	0.10637514941256254
MIPS_SPLICEOSOME	124	0.573949281214666	0.0867682390807787	0.18598132520103164
DMAP_MONO2	129	0.490593820405536	0.563108841996706	0.6501127832494159
DMAP_DENDA1	130	0.486908813727576	0.556784034076836	0.6441931405018017
DMAP_MONO1	132	0.600467196021816	0.0459150401929499	0.11142827448284506
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	132	0.660054045461771	0.0666767512915147	0.1500924359616523
REACTOME_INFLUENZA_LIFE_CYCLE	132	0.55976742429963	0.150545222051108	0.26997776487832037
KEGG_PROTEASOME	134	0.868086364980775	4.85289979056489e-5	3.000988606119438e-4
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	134	0.453075207138305	0.702238337338113	0.7647858815544631
REACTOME_ER_PHAGOSOME_PATHWAY	134	0.81828197349513	2.78682646800024e-5	1.784895999743011e-4
BIOCARTA_RHO_PATHWAY	134	0.53324852917793	0.383280271540784	0.5017148080022914
IRIS_CD4Tcell-N0	135	0.456735105310627	0.653322423875135	0.7266188099197544
SVM T cells CD4 naive	135	0.56236261788272	0.243427122235767	0.3694574321220367
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	135	0.689602324217709	0.0073145821375068	0.026061226423699724
SVM Plasma cells	136	0.731012910423972	0.00589091935748305	0.021857342167764693
SVM T cells CD4 memory activated	136	0.495678668153577	0.518836800216808	0.6189228348484317
KEGG_HEDGEHOG_SIGNALING_PATHWAY	136	0.727638762511374	0.0101423038438909	0.033891673714368346
PID_INTEGRIN1_PATHWAY	136	0.579900423466043	0.177763058351958	0.30652732497869684
KEGG_CALCIUM_SIGNALING_PATHWAY	136	0.587690230731468	0.0607858760851584	0.1391608567396392
REACTOME_POTASSIUM_CHANNELS	136	0.534648027073478	0.344433173243447	0.4691267017847455
KEGG_AXON_GUIDANCE	136	0.557090161507289	0.168938913822812	0.2960558164061005
REACTOME_CELL_CELL_COMMUNICATION	136	0.641884313411312	0.0171480833558005	0.0533275655804663
REACTOME_GLUCOSE_METABOLISM	137	0.594944978368805	0.124268648801648	0.23792360517895594
SIG_CD40PATHWAYMAP	137	0.442120055149008	0.698375413103907	0.7621216475657241
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	137	0.551031228460845	0.32348668107118	0.45087003734791414
REACTOME_HIV_LIFE_CYCLE	137	0.440791589781788	0.827721619749243	0.8646878280098887
DMAP_MEGA2	139	0.98625283446712	2.87980260539506e-8	3.442964003783428e-7
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	139	0.490670086566207	0.553425104422928	0.6426075340946469
REACTOME_MEIOTIC_RECOMBINATION	139	0.630383863191886	0.0999103814292211	0.20250268071887467
IRIS_CD8Tcell-N0	141	0.562173102287715	0.281842915507609	0.40871021170645183
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	141	0.641025349292313	0.0951495603840964	0.19825983514602194
KEGG_RNA_DEGRADATION	141	0.460546064186492	0.669301006900626	0.7388775047199224
REACTOME_UNFOLDED_PROTEIN_RESPONSE	141	0.480165960799764	0.599100699014004	0.6786272841867785
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	141	0.562181731381286	0.296440173307536	0.4180706407620438
MIPS_55S_RIBOSOME_MITOCHONDRIAL	141	0.579134615384615	0.14111393321027	0.26264320836385646
PID_ARF6_TRAFFICKINGPATHWAY	142	0.665088972830292	0.0546334453083125	0.12724153063148105
