LV	Living.donor.control...Nephrotic.syndrome	Living.donor.control...Vasculitis	Nephrotic.syndrome...Vasculitis	AveExpr	F	P.Value	adj.P.Val
LV 175	0.008182190275615996	0.01836131853292882	0.010179128257312826	-2.1228581733500776e-17	3.8788151033674563	0.023431557523959878	0.050275972339453044
176,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.022611719508415333	-0.044894669688583966	-0.02228295018016863	1.684288714203151e-17	17.33953454742001	2.6170470968256663e-7	6.150060677540316e-6
177,SIG_CHEMOTAXIS	-0.0012152006595511267	0.004559940286278114	0.005775140945829241	3.826362434985226e-17	0.534229639420304	0.5875670827156436	0.6627756693032459
LV 178	-0.01219328979422671	-0.010119541860279847	0.0020737479339468633	-1.1050149820466101e-17	1.6959218761171715	0.1879818790617958	0.2642993085954308
LV 179	-0.006730841782722426	0.00717034938788773	0.013901191170610158	2.778655282055707e-17	2.9957587171960594	0.05391327733571567	0.09781692046020472
LV 180	-0.0018232616911912592	-0.029430321071700884	-0.027607059380509624	-4.970292530722834e-17	10.777251678414807	5.12610488095258e-5	3.9220662926358116e-4
LV 181	-0.012335980893766517	-0.02277741692282722	-0.010441436029060704	-6.858933993686422e-17	6.791894564434363	0.0016285986212126145	0.006279011090378322
LV 182	0.0023277989256204404	0.008522550709781192	0.006194751784160753	9.68671718668288e-17	0.764612004078797	0.46786459950536746	0.548435106546078
LV 183	-0.006795466508649602	-0.035498937608973234	-0.028703471100323633	-2.913793338554793e-17	8.830576651843316	2.7051437012184134e-4	0.001543339209885881
LV 184	-0.025405455057233052	-0.012748837718178467	0.012656617339054585	-3.9548210316716787e-17	8.915331473028576	2.513619363351876e-4	0.001459377830369589
LV 185	-0.017829390159186595	-0.068077221456695175	-0.05024783129750857	4.128874201861762e-17	13.281920193477069	6.456791806157592e-6	7.586730372235171e-5
LV 186	-0.014467406638786942	-0.02046328099324226	-0.005995874354455318	-4.594524514379476e-17	3.2199172258480657	0.0435846410852358	0.08287260975850895
LV 187	0.0010635010218005662	0.0071683613119049635	0.006104860290104397	-5.333500258505478e-17	0.5073894195810025	0.6034057670499242	0.6775443595884815
LV 188	-0.014647044172237337	0.002128199477670039	0.016775243649907377	3.8713761858964546e-17	3.2345665407823625	0.04298423862167168	0.08190240061696902
LV 189	-0.0031172145043413435	-0.0039829966980190175	-8.65782193677674e-4	-3.581690917935484e-17	0.20547064409538318	0.814562063713024	0.8480725283594458
LV 190	0.004943571003590384	0.023165636991545162	0.01822206598795478	1.9946415860771266e-17	9.06536623283542	2.2077266555919445e-4	0.0013048061132151193
LV 191	0.0014755431942750407	0.022306309514576208	0.020830766320301168	-8.417668224165136e-17	5.292181143572534	0.006327987201451791	0.017544166763575612
LV 192	0.015217784090908635	0.02101822845120028	0.005800444360291642	-1.0032742246106936e-17	3.4964558054597235	0.03356269980755372	0.06733005022369008
LV 193	0.005327117516745573	0.02494677424297868	0.019619656726233108	5.241536681375011e-17	5.66303067787788	0.004510313428454397	0.013680309384880407
LV 194	-0.0020893697793222432	-0.006478871160514269	-0.004389501381192026	1.8625044463054557e-18	0.6704166589274325	0.5134815851415284	0.5920634632414585
LV 195	-0.0029042148261949788	-0.019351151896202755	-0.016446937070007776	2.4704320930205423e-17	4.508423520189245	0.013029814022377096	0.031693120247206816
LV 196	-0.007311973143724277	-0.017109482655410766	-0.00979750951168649	-8.266073527547967e-18	3.8352192442560353	0.024408729926756766	0.05203329684170395
197,KEGG_ERBB_SIGNALING_PATHWAY	-0.006698501549777799	0.006903148012194018	0.013601649561971817	7.197069546230339e-17	1.4054508607825253	0.24943402887268398	0.3321718704198826
LV 198	0.0021758344995378015	0.01233140641837503	0.010155571918837229	-2.4318073906257462e-17	2.5996511083070324	0.07865877808161843	0.13293872254547498
LV 199	-0.010011595360631904	-0.026255204878479425	-0.016243609517847517	7.367928192162206e-17	5.706569576017996	0.004335090607934527	0.01328799512432105
LV 200	-0.003373782975450476	0.0017998624448920346	0.005173645420342511	1.9595018192367483e-17	0.7563208859823599	0.4717088283344369	0.5516310587275939
201,MIPS_MEDIATOR_COMPLEX	-0.020400402974783287	-0.06124843329863981	-0.04084803032385652	-2.689595817887255e-17	16.06629708038563	7.020675704167411e-7	1.2650852326893057e-5
LV 202	0.0033852302232775366	0.005551803877661098	0.002166573654383562	2.756003200951992e-18	0.26750538424177533	0.7657607587332267	0.8126944826555857
LV 203	-0.006335201899109224	-0.00933275767301675	-0.0029975557739075264	-1.3623193904811164e-17	0.7469660573558803	0.4760848565940686	0.5547765684277989
LV 204	-0.009292999758150981	-0.011906534784499507	-0.0026135350263485273	-2.1705340278098198e-17	2.2624954810646596	0.10870179156439129	0.17002958522037115
LV 205	-0.00809913916092039	-0.014686387921548846	-0.006587248760628456	-2.0044187663825763e-17	1.607962469409383	0.20476238292698018	0.28226322897895173
LV 206	-0.009658655458454311	-0.004877387660249286	0.004781267798205025	-2.542454094478508e-17	1.5838248969208353	0.20962838615878432	0.28776525332228114
LV 207	0.0036045619369938324	-0.01555678547304671	-0.019161347410040542	-2.655714499997083e-17	3.469743046417479	0.03441881500430563	0.06883614430449699
LV 208	-0.006081206198675845	-0.010113363196909017	-0.004032156998233173	2.341586281272488e-17	0.9678608525962027	0.38296527523890933	0.47138200036703787
LV 209	0.008057825694683302	-0.0012647591070952145	-0.009322584801778517	-1.6944531095702026e-17	1.0814504179544657	0.3425241276303294	0.432869800219123
LV 210	-0.018288857517783724	-0.027109795163450905	-0.00882093764566718	-3.2983946984909457e-17	7.71100585440465	7.199754426419283e-4	0.003432926385930354
LV 211	0.005562528155586869	0.03059139258304769	0.025028864427460818	5.097686285989881e-18	8.999032736831866	2.338002665590615e-4	0.0013735765660344863
LV 212	-0.005290077615779809	-0.017824542155491833	-0.012534464539712025	-1.0192855674079349e-16	2.6734055420831213	0.07330260985994136	0.12538938636353922
LV 213	-0.013102815017772572	-9.71594024362938e-5	0.01300565561533628	3.273806542079221e-17	3.0608475806253024	0.050680551471127766	0.09367360356180357
LV 214	-0.010040939465191486	-0.019115501568262167	-0.009074562103070678	-4.441356756574549e-17	3.769601169534751	0.02595830208612124	0.0546286655842253
LV 215	-0.013517007553087193	-0.04228544548556282	-0.028768437932475622	2.6576505753050927e-17	8.40718992978801	3.9094083235572644e-4	0.00199926736546685
LV 216	0.0025723493181293924	0.006965127745335279	0.004392778427205887	3.800080212678993e-17	0.49909616554859104	0.6083870255350285	0.6808140523844367
LV 217	-0.017250958653025658	-0.002988311907312376	0.01426264674571328	-2.3960868011929648e-17	4.78637715489532	0.01007501056828345	0.025302889137139354
LV 218	-0.004388987057860191	-0.012328793806027364	-0.007939806748167173	-1.3992984288641042e-17	1.4582484921721637	0.23690963264825307	0.31813579241336837
LV 219	-0.010027033083852365	-0.019121402285477873	-0.009094369201625508	1.8516624245806007e-17	4.57842968670721	0.012211244195342355	0.03005610479003218
LV 220	-0.0016743487478403922	-0.003818158030409352	-0.00214380928256896	3.83497797010587e-17	0.22220576623542893	0.8010933359920518	0.8366974842583652
LV 221	-0.025674547995194374	-0.04081114871337711	-0.015136600718182742	6.671618707636472e-17	13.633431243543718	4.8561708639306945e-6	6.144923900896917e-5
LV 222	-0.007699795684047302	-0.02394769852332399	-0.01624790283927669	1.025418085946056e-17	7.630405502420583	7.730443910769229e-4	0.0036024836916341016
LV 223	-0.03903577197430401	-0.06579098248210186	-0.026755210507797843	-3.903127820947816e-18	30.51990128542688	2.3234335795597802e-11	4.586457886051006e-9
LV 224	-7.538076485761004e-4	-0.010691387552530969	-0.009937579903954868	-1.733561830792001e-17	2.1592607732503293	0.12006378643655603	0.18487200813241936
LV 225	0.007253580558032685	0.0016902413996475797	-0.005563339158385105	1.1159538075368657e-17	2.023316689033139	0.13689301225843992	0.2047172774228488
LV 226	0.0298971536953442	0.03425757225766965	0.004360418562325447	-5.691674190487296e-17	7.219901289010144	0.0011120089486014641	0.0047380229968601965
LV 227	0.00767655013081296	0.011206297080548567	0.0035297469497356064	6.586189384670538e-17	3.4370072137926426	0.03549833268974329	0.07035512924653942
LV 228	-0.00593807009730797	0.004137691382825763	0.010075761480133732	1.3108197872880549e-17	0.9063771066288766	0.4068492684708491	0.48970759509844886
LV 229	3.4777927377078023e-4	-0.01147803824113706	-0.01182581751490784	-1.4198208271290083e-17	1.2935236886976442	0.2782602404025166	0.36280430287620064
LV 230	-0.004524885453067496	-0.029991540055240698	-0.0254666546021732	2.756971238605997e-18	16.061035374247375	7.049613758653679e-7	1.2650852326893057e-5
LV 231	-0.020602216344548528	-0.021862375267886595	-0.0012601589233380648	3.0677113255415744e-17	7.2043361110936	0.001127496584785492	0.0047761336016449805
LV 232	-0.020957650966457315	-0.022450417343687898	-0.0014927663772305831	-1.4590263521162075e-17	5.444809141827406	0.005503471887511928	0.0159305772836862
LV 233	-0.042536788113786805	-0.028178974309434387	0.01435781380435242	4.548228113576691e-17	17.30004196247177	2.697706787129455e-7	6.192178136969237e-6
234,REACTOME_RNA_POL_I_PROMOTER_OPENING	-0.0032509650960882174	0.012204909254104944	0.01545587435019316	-1.6604265860319298e-17	4.309467557897912	0.015674519070256653	0.03648761868477197
LV 235	-0.008025186554066366	0.004336170164676252	0.012361356718742618	4.866712501744308e-17	1.6424212564484986	0.1980140426685309	0.2744941855531461
LV 236	-0.005128668199902875	-0.0041124191546502015	0.0010162490452526735	-3.3633500250746756e-17	0.38764408322939725	0.6795366244426383	0.7493884338825518
LV 237	-8.117063964469019e-4	0.004282379027312532	0.005094085423759434	2.9761349634727097e-17	0.35101992504776364	0.7047208100063176	0.7643510323914675
LV 238	0.004979362258804054	-0.024472049852641873	-0.029451412111445925	1.963180362321967e-18	8.358356193026205	4.0796453042082936e-4	0.0020755721212647347
LV 239	-0.007193919812749581	0.007468388102770855	0.014662307915520437	4.842705167924986e-17	2.035659584116338	0.13527061219942307	0.20290591829913462
LV 240	1.4482328607824994e-4	7.71071078253612e-6	-1.3711257529571384e-4	-1.8299662806602157e-17	4.1932133232299676e-4	0.9995807680978304	0.9995807680978304
LV 241	-0.014752583219380236	-0.010219632291740489	0.004532950927639747	5.138416470282137e-17	1.9344728799943252	0.1491704505788105	0.21974811152430743
LV 242	-0.009330052496264347	-0.014646337270861658	-0.00531628477459731	1.429598007434458e-17	2.661667187015649	0.0741295688224661	0.12658457513455718
LV 243	-0.03261163996809564	-0.05299233502563755	-0.0203806950575419	2.6857720691539355e-17	15.459190554118063	1.1306963027981468e-6	1.7714242077170965e-5
LV 244	-0.011169967804919367	-0.015558159575645682	-0.0043881917707263175	4.843189186751989e-17	4.130055577112159	0.018526276821191515	0.041316890320919404
LV 245	0.024437563640530825	0.041313955122762536	0.016876391482231714	6.904044548363052e-18	7.766502877286098	6.856033272345081e-4	0.0032849052620410654
246,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.010053449495955063	0.01627557753662169	0.0062221280406666284	8.147004896105361e-18	1.2821231162334468	0.28138048430619744	0.36603270970976365
LV 247	0.0034400008113802194	0.004293252631322192	8.532518199419722e-4	-3.363640436370877e-17	0.38367604113245024	0.6822203876632226	0.7506705937832783
LV 248	-0.008112030144265836	-0.014723847042403797	-0.006611816898137961	-3.254736200295324e-17	2.37624203937329	0.0974431394180678	0.15689458173838974
LV 249	-0.013340162193148488	-0.0455746658521127	-0.03223450365896421	4.3135757862459e-18	9.36688483180892	1.7024543736129642e-4	0.0010502015417224973
LV 250	-6.77813785080807e-4	-0.019265147403270518	-0.018587333618189712	9.605256818098366e-17	4.143635921217451	0.018293039329125654	0.04094156421280504
LV 251	0.010684764090122584	0.0014991217710551806	-0.009185642319067404	6.792429806856285e-17	2.521703908352387	0.08475335946639648	0.13988556152731324
LV 252	-0.00824741269944443	0.008143683058643072	0.016391095758087504	-8.334804200982315e-19	6.406778119603878	0.0023006978263228474	0.008168304872592267
LV 253	-0.005841731248455315	-0.021890245984928166	-0.01604851473647285	5.1248397421847186e-17	5.1688723722967085	0.007085255706641081	0.01937159939738157
LV 254	-0.005387803289112273	-0.008799436119167446	-0.0034116328300551725	-6.678491774979907e-17	0.5742892139819028	0.5647104055204173	0.6413914502285982
LV 255	-3.8536543733137764e-5	-0.00628754929976043	-0.006249012756027292	6.1451030276231986e-18	0.5313090248612385	0.589269858857856	0.6639376149460089
LV 256	-0.014369295761572767	-0.022829956292117586	-0.008460660530544822	-1.099676254384773e-16	5.734543385316753	0.004226179246022251	0.013035121611949882
257,KEGG_DILATED_CARDIOMYOPATHY	-0.01033988522904781	-0.014206993137654035	-0.003867107908606226	5.978987766195954e-17	2.064086661257304	0.13160804019704736	0.19892363809262747
LV 258	7.409664692009686e-4	0.005561708026689751	0.0048207415574887825	4.356169443022116e-17	0.2503093748848645	0.7789826521720835	0.8179317847806877
LV 259	-0.014157906767632608	-0.020537523607716136	-0.006379616840083529	-4.103124400265231e-17	4.193851321276972	0.017456246190736956	0.039607620667258335
LV 260	-0.0017418434039493174	-0.010210421958811226	-0.008468578554861909	-4.370302792770588e-17	1.0095694671436644	0.36757974212840716	0.45692847037876305
LV 261	-0.015936518449448274	-0.009018982170573325	0.006917536278874949	-6.73023338758647e-17	2.194361054922831	0.1160710330188851	0.18041277100730646
LV 262	-0.014581130313058414	-0.03458624514965393	-0.020005114836595516	3.0692117839052824e-17	21.425363802241222	1.2307289785385e-8	5.78442619913095e-7
LV 263	-1.0948555498826659e-4	-0.0033438763586454458	-0.003234390803657179	-1.1943648575112638e-17	0.08229377126928926	0.9210555046203083	0.9362325263236296
264,DMAP_MEGA2	3.1862996292880935e-4	0.0035361899332398165	0.003217559970311007	6.620990338332015e-17	0.10881087637540783	0.8969921911103924	0.9164920213519228
LV 265	0.0015841970836538953	0.014908522971279998	0.013324325887626103	-2.893270940289889e-17	5.489344507242375	0.005284130491903098	0.01552213331996535
266,PID_FASPATHWAY	0.002021520523759664	0.011373480088340996	0.009351959564581331	3.493647893303737e-17	1.5096637542186382	0.22532778607651396	0.30438571543896276
LV 267	-0.02019048304161175	-0.03195463727717507	-0.011764154235563318	-3.844222729701617e-17	8.654334667507989	3.15235976568724e-4	0.00172854393818517
LV 268	3.8593651824458085e-5	0.02014960643714772	0.020111012785323266	-6.363395518601307e-17	6.02191604353438	0.003256203015718854	0.010641961511637446
LV 269	-0.007161476211715496	-0.020917951873166495	-0.013756475661450997	-1.0239999107829388e-16	4.507838373496863	0.013036886342822662	0.031693120247206816
LV 270	0.005070002626655018	-0.00892450895371355	-0.013994511580368569	5.728750032635684e-17	1.7603144176775438	0.17658998182923683	0.25260045226877786
LV 271	0.004152777308650449	0.009060008038065016	0.004907230729414567	2.6580377903666946e-17	0.9141107746975572	0.40376359158314384	0.4877780476041163
LV 272	-0.01758065684935904	-0.0160518923939538	0.0015287644554052397	-2.8198936861163166e-18	5.94760921275904	0.003482909724906595	0.011197498040660617
LV 273	-0.014732807021742872	-0.014520832112612136	2.1197490913073616e-4	6.09432945267064e-17	3.2471119791772955	0.04247675524087568	0.08159459422246092
LV 274	0.007454108448703272	-0.0031306040252458236	-0.010584712473949095	-6.144619008796196e-17	0.923960294377117	0.3998681477953825	0.4847369197591778
LV 275	-0.01099103622773067	0.015628191104798145	0.026619227332528812	1.8507911906919963e-17	6.199759938668631	0.002772617516937529	0.009469112419437167
LV 276	-0.02525261386962946	-0.035946120129573676	-0.01069350625994422	1.6666704289002615e-17	14.250955298698612	2.954022280624563e-6	3.9939999876389636e-5
LV 277	-0.015293521864185143	-0.0356880073625262	-0.020394485498341056	-1.2676162667898157e-16	10.571562858365764	6.0973129403824747e-5	4.444775569412457e-4
LV 278	-0.012726542070921047	-0.013972124566209226	-0.0012455824952881784	-1.0196340609633766e-16	2.5966061970486756	0.07888827377865298	0.13309867729834274
LV 279	0.016401296250031783	0.008205042644760031	-0.00819625360527175	4.144653215622042e-18	4.849408766012241	0.009505746314241365	0.024432738573323506
LV 280	-0.026870767859072366	-0.06692087426613304	-0.04005010640706067	-9.530330703678384e-18	27.98616243319957	1.246498280083096e-10	2.050489670736693e-8
LV 281	0.014246371854702105	0.035435823957557414	0.02118945210285531	-3.785608049751619e-17	15.792517667159645	8.699617731307821e-7	1.5176490175582868e-5
LV 282	-0.01735839601855945	-0.0087170940295432	0.008641301989016251	-3.376999355996145e-17	3.8093067577145154	0.025009087168982085	0.053083804378032944
LV 283	0.010320363651325049	-0.0027881151500662458	-0.013108478801391293	-3.773313971545757e-17	1.8090547043360217	0.1684361154585083	0.24269554154386527
LV 284	3.0399644783954166e-4	-0.01052665123821356	-0.010830647686053102	6.710437017562069e-18	0.8623941523474737	0.42486010200598423	0.5070579451994032
285,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	-0.02203141545669787	-0.042649965600097234	-0.02061855014339936	1.7391764491852296e-17	12.539650039831301	1.1838773857461716e-5	1.2171739372202826e-4
LV 286	0.018816727684711917	0.028393768448028763	0.009577040763316844	6.785750347043651e-17	6.817594227525293	0.0015915972897567337	0.006184671358227938
LV 287	-0.0029269201800270917	-0.010613270722118963	-0.007686350542091872	5.568539800897872e-17	1.2024151743365916	0.3042139517791127	0.39045405774510306
288,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.004415578859052148	-0.0047594804062131	-0.009175059265265248	4.740480391662067e-18	0.967695055181679	0.3830277247156681	0.47138200036703787
LV 289	-0.011675067913614761	-0.01564615892888754	-0.00397109101527278	-3.3994578295690586e-17	3.5499276404325353	0.03191348602566455	0.0645463334166617
LV 290	-0.00108652132046821	-0.004384584422764601	-0.0032980631022963905	4.9153079919753545e-17	0.27857234120809277	0.75737242360208	0.8046572466041474
LV 291	-0.0038564915191777746	0.0014382676622518157	0.0052947591814295905	-9.438367126547918e-18	0.372543514164661	0.6898075216801793	0.7556493051035926
LV 292	-0.024409061918524422	-0.009897847212372291	0.014511214706152131	8.092988395011887e-17	6.2951521163297	0.0025440123979755015	0.00884133886197824
LV 293	0.0015841972554000848	-0.006554520065516238	-0.008138717320916323	4.208059681959364e-17	0.5453114235679184	0.5811515862029402	0.6577942839246582
LV 294	-0.005184531407115162	-0.01566546043890176	-0.0104809290317866	2.686861111514691e-17	2.964263608161202	0.05555208595875126	0.10005457817753192
LV 295	-0.008524239327363417	0.012994999491672161	0.02151923881903558	5.0396040267495855e-18	3.080628036215371	0.049737736189299345	0.09227658950909484
296,REACTOME_TELOMERE_MAINTENANCE	-0.007793651440793155	-0.01600370929281283	-0.008210057852019677	-3.273419327017619e-17	2.7775729594505068	0.06636300296766541	0.11634153450992142
LV 297	-0.011221287044189312	-0.009184045525364993	0.00203724151882432	-5.902706399060368e-17	1.673846184856783	0.19205719754205866	0.26849922659208486
LV 298	0.003440421384077441	0.01119763105107099	0.007757209666993551	4.30776756032187e-18	1.0204451723747712	0.3636722673520937	0.45321278772287427
LV 299	-0.005973678607225492	-0.018886482451052546	-0.012912803843827052	5.373480213615881e-17	3.4023082504266986	0.03668023966841349	0.07240679310544823
300,REACTOME_REGULATION_OF_APOPTOSIS	0.014573063611660463	0.0057248378383812516	-0.00884822577327921	-7.267615290265947e-17	2.8251087419245122	0.06342199834427029	0.1119812385792393
LV 301	-0.002540726570575287	-0.01629791746601703	-0.01375719089544174	4.191990256902883e-17	2.8858305508547155	0.05985708869590693	0.10695140088914878
LV 302	-0.00782713707211985	-2.3206301103524066e-4	0.007595074061084609	2.66103870709411e-17	1.2441657316009682	0.292028037502624	0.3775343857970402
LV 303	-0.012519489881876133	0.007947399083711018	0.02046688896558715	5.082778506118205e-17	4.92481800380876	0.008867480161840132	0.02340161208485618
LV 304	0.005970383465310372	0.007411866245597321	0.0014414827802869486	-2.5914610007125066e-17	0.517630428487127	0.5973118190472912	0.6716558245061082
LV 305	-0.005052982086640918	-0.01927435488166599	-0.014221372795025075	5.788187544591586e-17	5.927948359719023	0.003545537699444297	0.011325067020555083
LV 306	0.007305734878076299	0.018607253421424115	0.011301518543347818	-3.2394412053620464e-17	2.5732321100778153	0.08067282454570349	0.13495606411289718
LV 307	-0.001498817197842265	-0.007249873465817902	-0.005751056267975637	-5.045605860204416e-17	0.8037781564557869	0.4501313324224005	0.5314349582546762
LV 308	-0.013432238654097154	-0.0030684899851758443	0.01036374866892131	1.4265002869416424e-17	2.437276151681353	0.091898556490755	0.1491358419216148
LV 309	-0.02244917687175293	-0.023357773371398126	-9.08596499645197e-4	6.315961673555066e-18	8.441672530124603	3.793569034647656e-4	0.0019501315818735605
310,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.02633586043547033	-0.010107333996965525	-0.03644319443243585	-5.652613871148198e-17	11.242088499443682	3.470034892613793e-5	2.8073151139424704e-4
LV 311	-0.00963678339954824	-0.007443276633414625	0.002193506766133615	5.50329406301794e-17	2.051700407675226	0.13319133096494495	0.20070205139297814
LV 312	-0.003769832958484813	0.015234402832640593	0.019004235791125406	4.3737877283250054e-17	6.023696271565062	0.003250959724636918	0.010641961511637446
LV 313	-0.0038968997663738933	-0.02569503464776674	-0.021798134881392848	3.91764838575789e-17	6.808474286841314	0.001604628894540973	0.006210857721223296
LV 314	-0.011686110554651949	-0.020091243148025684	-0.008405132593373735	1.1970753629424776e-17	5.665566843918334	0.004499911680227362	0.013680309384880407
LV 315	0.012884410885976754	0.03288304423778933	0.019998633351812577	1.2072397583095292e-17	8.585617000044694	3.346502438618885e-4	0.0017854042740091025
LV 316	0.003712065913070201	0.020961451827260082	0.017249385914189883	-8.755610169178252e-17	3.7465912805151818	0.026525079194805717	0.05561675960166523
LV 317	-0.013359936905304813	-0.004311058240276925	0.009048878665027888	-2.427257613651923e-17	2.5401052710995455	0.08327257875939217	0.1381345130008741
LV 318	6.199376061903844e-4	-0.014759914786991507	-0.015379852393181893	-4.176114439377202e-17	4.259629153778832	0.01641869985606408	0.03786274943442814
LV 319	-0.0019729347897536305	-6.019795892927044e-4	0.0013709552004609262	-7.140632951001853e-17	0.030893349705402477	0.9695870116701424	0.976024621213136
LV 320	-0.005643140817469714	0.014684086827340114	0.020327227644809827	-4.0661453618822435e-17	4.2539837851654685	0.01650523186711196	0.037973575414544304
LV 321	0.01214548864027706	0.006328655547591345	-0.0058168330926857146	-5.346326757421043e-17	2.0234357627809074	0.1368772665262278	0.2047172774228488
LV 322	0.00875725354757384	0.0014470700212745706	-0.007310183526299269	1.2792617597674948e-17	1.5405834390620066	0.2186418194121265	0.2984778364588781
LV 323	0.015284044189953203	0.0033543101590335503	-0.011929734030919653	-7.719519468096792e-17	6.011432502452102	0.003287255097857929	0.010672765728900578
LV 324	9.663911380973084e-4	0.006060779446837616	0.005094388308740308	2.7868836021147486e-17	0.39994121600588256	0.6712875506610047	0.7411194770720487
LV 325	-0.012739574196734372	-0.010706789790249777	0.002032784406484596	4.6044226993916765e-17	4.129004150618799	0.01854446039733262	0.041316890320919404
LV 326	-0.030596873012356626	-0.02975986844812803	8.370045642285984e-4	1.0721985055758434e-17	16.986054582210937	3.43602687340828e-7	7.372518530552113e-6
LV 327	0.013952974607914857	0.02444310379386249	0.01049012918594763	3.2295672212911963e-17	5.460430877255719	0.005425497624551474	0.015826471932739342
LV 328	-0.011592965112147921	-0.011030671470389174	5.62293641758747e-4	-1.5958778352628822e-16	1.6970338926377373	0.1877789364205601	0.2642993085954308
LV 329	-0.012034806818521041	-0.023898886255913236	-0.011864079437392195	6.977615410067425e-18	3.6380824169980426	0.029372428319441035	0.06039705573185063
LV 330	-0.011678092794816184	-0.02329991010340096	-0.011621817308584777	-3.257640313257339e-17	5.2818289801556535	0.006388268219406497	0.01766168272424149
LV 331	0.005234636557784729	-0.0015163596072491968	-0.006750996165033926	6.353521534530456e-17	1.2379471133895235	0.29381112815008126	0.37907396533873233
LV 332	0.006631653497084202	0.020501769638098875	0.01387011614101467	-2.4824357599302033e-17	4.060980961948578	0.01976030018939244	0.04353441135475522
LV 333	-0.014660294588197221	-0.02127305889938784	-0.006612764311190619	-8.430010704253699e-17	5.458345764258113	0.005435839903949987	0.015826471932739342
LV 334	-0.003960347088963753	0.012882697374193421	0.016843044463157174	1.3283412688255439e-17	1.9792677115052952	0.14284613890924333	0.2120137430126664
LV 335	0.0056412506744047235	0.006892211859115019	0.0012509611847102955	4.08318282459273e-18	0.849369744213694	0.4303476877566575	0.5129869176519577
LV 336	-0.007618742440998809	-0.014208843362932901	-0.006590100921934091	-1.2583424660644484e-16	2.5552184261775466	0.08207610592064615	0.137071263187272
LV 337	-0.013156841285266122	-0.005730003218297988	0.007426838066968132	1.6834658821972467e-17	1.8338153069648484	0.16444163232389034	0.2383317049980613
LV 338	-0.008675492271710319	5.455511631286322e-4	0.009221043434838951	-4.1364248955630007e-17	0.9605528382544378	0.38572778129605895	0.47234903243078186
LV 339	-0.0211396453292755	-0.02778425759626172	-0.006644612266986217	-4.357718303268524e-17	11.732641833877405	2.3053819016668644e-5	2.0316178008439242e-4
LV 340	-0.001129404693608707	-0.001416790007605783	-2.8738531399707587e-4	-4.3998279412177377e-17	0.030373059650978734	0.9700913408410197	0.976024621213136
LV 341	-0.009795948225497234	-0.0064199322542448905	0.0033760159712523433	8.515246419688831e-17	1.123542459479245	0.3286657908831016	0.4174943830136696
LV 342	-0.005201093871618618	-0.017376114440969793	-0.012175020569351176	-6.256233750302963e-17	3.2018974128808964	0.044334901844497544	0.08382863624620512
LV 343	0.007341315023212698	0.02353624727158353	0.01619493224837083	-4.503117558900062e-17	5.385940224716425	0.005807697548404907	0.016588770037641056
LV 344	-0.0065356079565344815	0.010607707936485718	0.0171433158930202	2.0137603297437237e-17	5.1650782035157246	0.007109966254199795	0.019385460477611045
LV 345	-0.02981246893641077	-0.0398333409629997	-0.010020872026588936	-2.6861108823328372e-17	15.61902486706392	9.969900621481866e-7	1.6146235203646806e-5
LV 346	0.013809963954180313	0.022975147265022134	0.009165183310841821	-2.9525148447149896e-19	9.881719491971914	1.0952770934223664e-4	7.112095336893918e-4
LV 347	0.01648930661540492	0.02888720696217911	0.012397900346774187	-3.800612633388695e-17	6.979620356217885	0.0013772075667352053	0.005570917493310031
LV 348	-0.011959726885509822	-0.017125456426020286	-0.005165729540510465	1.1639684751755094e-17	5.826710338627484	0.0038866415128000326	0.012314779498057095
LV 349	-0.020185440321938107	-0.025947960528547972	-0.005762520206609863	-5.898737444678948e-17	11.925521561310632	1.964538059996913e-5	1.8121486590812644e-4
LV 350	-0.012210724655762917	-0.02278305393291025	-0.010572329277147333	2.0749887113595347e-18	4.04875937449577	0.019987196784152336	0.043644608906987514
LV 351	0.01818566382025364	0.019957942384253958	0.0017722785640003156	-8.073434034400988e-18	7.948618936858747	5.840954686935797e-4	0.0028399124512343012
LV 352	0.011432845471638867	2.1697572448927272e-4	-0.011215869747149596	5.609875008723881e-17	2.550371131060091	0.08245793754412706	0.1374763249257659
LV 353	-0.009508322683348589	-0.011740199543714825	-0.0022318768603662347	-5.219852637925301e-17	2.2309500395733863	0.11205258521512565	0.17471706415059876
LV 354	-0.007503164047921125	-0.004776643764377007	0.002726520283544119	3.6713796065790394e-17	0.8656416738765841	0.42350294359971646	0.5070579451994032
LV 355	-0.0145901489475862	-0.013210684393390563	0.0013794645541956364	4.1358440729705975e-17	3.658061183107087	0.028825741892865003	0.0596457175015886
356,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.00748109450850094	0.011792226354841714	0.004311131846340773	6.384595543224014e-17	1.6826698110927432	0.19041762168803666	0.2665846703632513
LV 357	-1.2914315179187168e-4	0.0035624394022693985	0.00369158255406127	-4.7666174083202e-18	0.17044707601828868	0.8435002159700309	0.870852210420942
