LV	Group.3...Group.4	Group.3...SHH	Group.4...SHH	AveExpr	F	P.Value	adj.P.Val
172,DMAP_ERY4	0.04491156612569158	0.013796812807276272	-0.031114753318415306	6.1034875983710295e-18	38.183738694088184	1.925621847079015e-15	8.678487502588985e-15
LV 173	-0.011672190804695852	-0.034831379406304874	-0.023159188601609017	7.857993008723011e-18	23.129679882754036	4.80738129226659e-10	1.2292449055614313e-9
LV 174	0.04138677398213146	0.052042026753178074	0.01065525277104661	6.178811117722653e-18	68.0084418857853	6.21216132824254e-25	7.47732101338462e-24
LV 175	-0.02736277997376027	-0.023390677390572306	0.003972102583187963	-9.4173420280276e-19	22.920669352546714	5.757174663267565e-10	1.4607535713740582e-9
176,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	6.057728275839884e-4	0.013845441827131499	0.01323966899954751	-4.231812269027632e-18	3.09324647925672	0.04685874121825855	0.05415641403093817
177,SIG_CHEMOTAXIS	-0.009182267333041446	0.03894786408631884	0.04813013141936029	5.363947590191443e-18	78.35529810139968	6.44681615864598e-28	1.043115991571079e-26
LV 178	-0.0280486630829873	0.004044926992839152	0.03209359007582645	-1.203045947462512e-17	47.556560537143774	1.3943757848363421e-18	8.554586615895388e-18
LV 179	0.02001108425770951	0.022530413644983552	0.002519329387274044	-3.684195066468725e-18	9.309559975900367	1.2071476041140357e-4	1.7756403655149825e-4
LV 180	-0.006158965143965591	-0.02139985983046756	-0.015240894686501968	1.9943328330148494e-17	8.312561833217835	3.089428192299574e-4	4.387432555107453e-4
LV 181	0.02007396313493783	-0.028784079561743406	-0.04885804269668123	3.1103287586812226e-18	47.91996701085384	1.06104562733351e-18	6.756464736633383e-18
LV 182	9.312357147450755e-4	-0.018630155084830558	-0.019561390799575636	-8.231947652776783e-18	12.988285860304082	3.966725267143032e-6	6.773629478668119e-6
LV 183	0.013974812230880207	-0.013270310338762716	-0.027245122569642923	1.277760791910285e-17	16.5331455094781	1.590344267572809e-7	3.10119032290108e-7
LV 184	-0.00785174564578038	0.02453772270716908	0.032389468352949466	1.91466299442791e-18	31.578950700051266	3.941633739665664e-13	1.3650500003684247e-12
LV 185	0.029462067537451564	-0.07791625324251117	-0.10737832077996273	1.1077502828282598e-17	95.21446007224509	1.7064638596227306e-32	4.4323153406516715e-31
LV 186	-0.025007374874141973	-0.0653879269471547	-0.040380552073012735	-8.797729996997507e-18	58.98739366343229	3.2794030905623616e-22	2.889973973558081e-21
LV 187	0.010323029848686114	0.017973909131982383	0.007650879283296269	-1.9900245559610253e-17	3.4416307289615595	0.033329848718677925	0.038930841047733866
LV 188	-0.01191570621442402	0.014918465589938265	0.026834171804362286	-4.041791572481488e-18	15.866626704054234	2.895928979025337e-7	5.48614568579272e-7
LV 189	-0.030484862901462465	0.048005917905655046	0.07849078080711752	-1.7689614393184547e-20	65.49105849537557	3.476875092843084e-24	3.812973018484582e-23
LV 190	-0.0077042276000803865	-0.01309882476380201	-0.005394597163721623	3.0433745192575564e-21	2.468629066136704	0.08648465702439587	0.09722136273699171
LV 191	-0.004774675147836754	-0.022670408027806344	-0.01789573287996959	1.2950319423070716e-17	8.043634388229593	3.984909410275557e-4	5.59474479081362e-4
LV 192	0.026278492196233953	0.01365533369521525	-0.012623158501018705	-4.1096968664424226e-18	12.274058309908739	7.650558391854939e-6	1.2648410607639572e-5
LV 193	0.01831373224588992	0.021987100687187518	0.0036733684412975955	-8.997736766184965e-18	10.529577685424135	3.854189841513504e-5	5.925366625504406e-5
LV 194	-0.007262631239844049	-0.03865013617882227	-0.031387504938978225	1.3681870573137252e-17	31.328325780300453	4.842515840775489e-13	1.6595705329324333e-12
LV 195	6.376258845291003e-4	-0.024245893915438854	-0.024883519799967953	7.844297823386351e-18	18.256607711509133	3.4149569434502924e-8	7.217478593544836e-8
LV 196	-0.004487185352640687	-0.03699411602932169	-0.032506930676681006	8.316020873871273e-18	33.732187679541696	6.805235770081168e-14	2.5636517958282873e-13
197,KEGG_ERBB_SIGNALING_PATHWAY	-0.012110022480193017	-0.035617374162518776	-0.02350735168232576	-1.0905361957037092e-17	26.269737433278195	3.28976575002087e-11	9.578167537671383e-11
LV 198	-0.006820823324299771	0.007090050768928943	0.013910874093228713	1.4776724556440157e-17	7.887203977410878	4.621761100646716e-4	6.424898882166632e-4
LV 199	-0.006682611517962485	-0.027472534361234542	-0.020789922843272055	-1.4382227134381396e-17	21.66270162830069	1.7121863393138058e-9	4.172661523216608e-9
LV 200	0.012252795744881785	0.00925285326171568	-0.0029999424831661054	-7.342521449523762e-18	2.4333974586806253	0.08953335620663523	0.10030581450164469
201,MIPS_MEDIATOR_COMPLEX	0.009085612510736349	0.010227803640698814	0.001142191129962464	-9.076864503685662e-18	1.0239625244974742	0.36046762951953176	0.37929802807652224
LV 202	0.012034181269123156	-0.007018176455620947	-0.019052357724744104	8.832633698515243e-18	9.813579591154886	7.523967371010275e-5	1.126882518237806e-4
LV 203	-0.03118584491979571	-0.021394500083815177	0.009791344835980533	-9.130123557772669e-21	29.41650301020009	2.350800982516688e-12	7.557786872130199e-12
LV 204	-0.0070797329553780285	-0.057092506828543166	-0.05001277387316514	-1.2816410944223384e-18	70.09479562614246	1.5137104376055075e-25	1.915425899893123e-24
LV 205	-0.024540456154107396	0.02203366019685838	0.046574116350965776	6.744878778304559e-18	46.74888233027271	2.563764546771832e-18	1.4884915339198813e-17
LV 206	-0.02655674319724266	-0.001854756752442871	0.02470198644479979	1.1109077838919894e-17	36.62655241565761	6.634941616391111e-15	2.810595440076406e-14
LV 207	0.002654169105958869	0.033338235099250546	0.030684065993291675	-9.802328904713681e-18	15.428296896667035	4.300903820659331e-7	7.964337844260338e-7
LV 208	-0.009927822541568593	-0.002038849001108088	0.007888973540460505	7.854379001481393e-18	1.9840729206199936	0.13937586647355635	0.1531892875383075
LV 209	-0.028402523903268438	-0.013504277993138268	0.01489824591013017	7.922284295442327e-20	16.354355231706208	1.8672762800230287e-7	3.5955082678431793e-7
LV 210	0.008184784723810762	-0.013721300610459545	-0.021906085334270305	-7.608436298143891e-18	11.896506763774486	1.0839562202968696e-5	1.768371552781835e-5
LV 211	0.007067280480778323	-0.02589584260035147	-0.03296312308112979	8.36927992795828e-19	35.709874860561214	1.3812614311993512e-14	5.637422551364205e-14
LV 212	-0.015048277257652	-0.03613261717263758	-0.02108433991498558	5.6074175517320474e-18	19.593607717182834	1.0469979380150958e-8	2.3976495703501148e-8
LV 213	0.02958115101608643	0.01004562833124507	-0.01953552268484136	-3.998994118304429e-18	17.881074745825465	4.768230704407302e-8	9.928784188291154e-8
LV 214	0.0026361265180972013	0.021156773777581572	0.01852064725948437	4.3261568791246164e-18	9.472026380443603	1.0363488695279747e-4	1.5358503516878542e-4
LV 215	0.02889092642613129	0.022564621271076706	-0.006326305155054586	-3.684385277376179e-18	16.35345322709632	1.8687900115537498e-7	3.5955082678431793e-7
LV 216	0.0012838031517359548	-0.014238025412137534	-0.015521828563873487	1.3719912754627972e-18	7.9778298208075125	4.241275921925007e-4	5.929375828526886e-4
LV 217	-0.010973921931655462	0.017665614035268604	0.02863953596692407	1.6602368846179783e-17	23.87309645873116	2.5362608225337957e-10	6.640025018145508e-10
LV 218	-0.005238274781137973	-0.06669144074697991	-0.061453165965841945	9.860533442394482e-19	76.05293996759684	2.891716500940349e-27	4.3244305854971585e-26
LV 219	-0.03850715031430152	0.019857871926011225	0.058365022240312744	-4.470336746974443e-18	76.07714313420553	2.846219221635172e-27	4.321874418082946e-26
LV 220	-0.018298230714626863	-0.04669470036929584	-0.02839646965466898	-8.296238939496099e-18	36.94677585200309	5.140155915636986e-15	2.205797342927698e-14
LV 221	-1.538858307313421e-4	-0.01150137244531497	-0.011347486614583627	-7.148125902106185e-18	3.7811637461897405	0.023931497698293294	0.028492627537051247
LV 222	-0.01594718319689548	-0.03435503985560019	-0.018407856658704713	-5.795726350111109e-19	32.52046139914417	1.8238277293123635e-13	6.569773608873368e-13
LV 223	5.504512283997852e-4	0.021111521738034152	0.020561070509634367	-3.863563952197468e-18	12.778986526342841	4.807194259238881e-6	8.096758931516683e-6
LV 224	0.008421469683106433	0.0019175482537041192	-0.006503921429402314	1.3155747203120602e-17	3.1422011302417525	0.0446661708495157	0.051804360315478255
LV 225	0.02732240850071807	0.011690625661850718	-0.015631782838867354	-4.33110236271841e-18	27.858303881965504	8.630717470376278e-12	2.6373121186567764e-11
LV 226	-0.008327177214941757	0.03743675978213476	0.04576393699707652	-1.5517405830064465e-18	30.736103314955187	7.885269632059979e-13	2.620458291866397e-12
LV 227	0.005060390138070077	0.0031671311434277294	-0.0018932589946423473	-3.63416959780843e-18	0.7044382820778856	0.49523270394674845	0.5123633949637744
LV 228	0.008925976945566683	-0.002207323106465607	-0.011133300052032289	1.3419379520851287e-18	5.725272125124105	0.003643510670762635	0.004713165179610381
LV 229	-0.027937514312804855	-0.0035622940911882693	0.024375220221616582	3.730035895165042e-18	30.799994846278807	7.480629190811992e-13	2.502841020790317e-12
LV 230	-0.011643365856318186	-0.020306559705005056	-0.00866319384868687	1.9852312410931947e-18	4.936853028548996	0.007793795961374782	0.009688257700096863
LV 231	0.013836993821628816	0.012786101862767844	-0.0010508919588609709	-9.001731195241491e-18	4.232396634845838	0.015427190182113243	0.018660094007041383
LV 232	0.027826576842497324	0.023504554053311776	-0.0043220227891855485	6.886966326172396e-18	19.54206653784692	1.0956232293851929e-8	2.497413689152853e-8
LV 233	-0.03403249355386653	-0.06502374072204875	-0.030991247168182225	5.5289555524074386e-18	97.08798932746153	5.539132842918777e-33	1.5497151967171911e-31
234,REACTOME_RNA_POL_I_PROMOTER_OPENING	0.008071992158325908	0.009124788860418538	0.0010527967020926316	3.622756943361214e-18	1.5524847828246406	0.21348092143979466	0.22977717498481715
LV 235	-0.021976367442686936	-0.05343809382395681	-0.03146172638126988	7.335293435040525e-18	58.574902403544876	4.396958844565638e-22	3.806840683847618e-21
LV 236	-0.010030717673440295	0.009826137374704795	0.019856855048145088	-3.647103939515274e-18	13.737426624707396	1.998080775346709e-6	3.5216173665485745e-6
LV 237	-0.04999181244269309	0.01048297556998479	0.060474788012677874	6.084466507625669e-18	101.5100115670926	4.02669442523787e-34	1.3704646198999234e-32
LV 238	-0.006761113436552706	0.024731317850298837	0.031492431286851544	6.439780482748989e-18	12.81076134403665	4.668894922323715e-6	7.890752206050525e-6
LV 239	0.004081726694436824	0.008887659552205055	0.004805932857768231	-1.0970984720108583e-17	1.2766534461496029	0.28053710447585456	0.29869484586587747
LV 240	0.001631127235849219	-0.03259801860438968	-0.034229145840238895	8.697964376038096e-18	37.89461676681737	2.4209061692008563e-15	1.0714952417045942e-14
LV 241	-0.01569339339946206	-0.022533328773955988	-0.006839935374493927	6.066206260510124e-18	7.28483503902019	8.191622218835289e-4	0.0011136544256185167
LV 242	0.007767594983934428	0.028097203525698076	0.020329608541763647	2.9395193637878922e-18	17.19792297936794	8.768896917949276e-8	1.7663063791869257e-7
LV 243	0.018711182168727043	0.005577744452388493	-0.013133437716338549	2.8033283540511166e-18	13.099100133274698	3.5833485032548904e-6	6.1508956047175246e-6
LV 244	-0.0225462052511187	-0.028490053837108648	-0.005943848585989946	8.211785296586701e-18	10.635042653992723	3.4934490258958736e-5	5.3875534196237926e-5
LV 245	-0.006529129325554271	-0.00899807537913087	-0.002468946053576599	2.9463669564562215e-19	1.0350408615067581	0.35652421382055016	0.37635229843944706
246,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	-0.012835476665629977	-0.019185156231194832	-0.006349679565564854	-4.574572324259014e-18	2.0757007846049325	0.12733421841828643	0.14073782035705343
LV 247	0.00949231083202019	-0.016795521450775737	-0.02628783228279593	7.149457378458361e-18	19.61775919328285	1.0249663153570275e-8	2.3526552401334566e-8
LV 248	-0.014866750501604598	-0.02003570323637626	-0.005168952734771665	-4.636105552820253e-18	13.119055674451197	3.5183822211881987e-6	6.049901136433366e-6
LV 249	0.052426022319819895	0.04824971430133558	-0.004176308018484321	7.097529800723528e-18	31.548712611066072	4.0406856589369213e-13	1.3944604004792802e-12
LV 250	0.0258571534645958	-0.006006492228693011	-0.03186364569328881	9.843414460723659e-20	29.824527382660765	1.675509795379648e-12	5.494113515082102e-12
LV 251	-0.020177943107703517	-0.03529272793432685	-0.015114784826623335	1.364953471887014e-18	25.972853733434647	4.2302686278248984e-11	1.213742771995109e-10
LV 252	0.001358053827901733	-0.03442957264959556	-0.035787626477497295	1.2158281204433937e-18	41.56164122380565	1.3635846175287205e-16	6.729290087504235e-16
LV 253	0.022316055349279367	-0.004458216262403456	-0.026774271611682825	1.8526542385980373e-18	27.38158335955996	1.287873567175253e-11	3.8754000329328504e-11
LV 254	0.02148858429460375	0.003094561595827173	-0.018394022698776578	5.090804727088078e-18	16.58881725203683	1.5128585371501227e-7	2.96268130191899e-7
LV 255	-0.0086169096413450455	-0.022176417505102707	-0.013559507863757661	4.1890148148505725e-18	7.815501998425352	4.947014231291792e-4	6.85772899759129e-4
LV 256	0.002239700677995009	-0.03703934804230876	-0.03927904872030377	1.1996982354913287e-17	65.11503651032464	4.5048341472430354e-24	4.780936885299867e-23
257,KEGG_DILATED_CARDIOMYOPATHY	0.022508385821652363	0.021366959407121616	-0.0011414264145307483	-5.732195907021607e-18	9.806274571518538	7.575613842211046e-5	1.1328986154942881e-4
LV 258	-0.02710821628509409	-0.007090237656347496	0.020017978628746595	4.781902213383436e-18	41.62378095633519	1.2993460413057915e-16	6.477043145297051e-16
LV 259	-0.042814619501356954	-0.05425184975797355	-0.011437230256616594	1.7864608428041857e-18	49.56988478215598	3.0893506567390065e-19	2.1028890332423445e-18
LV 260	0.03626114280159862	0.014341990099070508	-0.02191915270252811	1.3329980394348096e-18	35.3266130025315	1.8788628761188957e-14	7.569133300936123e-14
LV 261	0.0038382600657311415	-0.0011401438567442586	-0.0049784039224754	2.8912057932946783e-19	0.613332699848363	0.5422461188513206	0.5592444297870987
LV 262	0.010982860495334474	0.02421204167031174	0.013229181174977268	-7.027056659511971e-18	7.97131241193481	4.267554011721301e-4	0.00059576744124030035
LV 263	0.015873672755397458	-0.019208795329515718	-0.03508246808491318	-6.671267157120017e-18	35.85992814398736	1.2247266005421372e-14	5.0790132551894516e-14
264,DMAP_MEGA2	-0.03959091837303127	0.04126663227298752	0.0808575506460188	2.0717772039845816e-18	148.62887719705813	4.031245026731534e-45	3.617126219440022e-43
LV 265	-0.006839539251382684	0.022010118822921653	0.028849658074304337	3.1221218349433454e-18	21.362428553780052	2.2236466781644903e-9	5.392479782182683e-9
266,PID_FASPATHWAY	0.011544086322522391	0.02238431791290587	0.010840231590383477	4.377894245951995e-18	6.817689365758538	0.0012788317237112247	0.0017079931140771027
LV 267	-0.011116474350068049	-0.006396357398274271	0.0047201169517937765	-6.746020043749281e-18	2.197900617748364	0.11288790861043614	0.12575662054006825
LV 268	-0.024848011730882715	-0.016424786047186304	0.008423225683696411	-1.6335312732114933e-18	12.534280110678601	6.020200204703802e-6	1.005403993577437e-5
LV 269	-0.02227746911810515	-0.011757487914849103	0.010519981203256045	-2.7158313366224617e-18	15.195009986409286	5.310944080076034e-7	9.689282452929845e-7
LV 270	0.023272269267019263	0.004403211507116754	-0.01886905775990251	-6.890960755228922e-18	18.915034029035162	1.905501507914209e-8	4.216883381863956e-8
LV 271	-0.0027740981812440658	0.009948258453861896	0.012722356635105962	1.6078528007052578e-17	4.3780603019638615	0.013392306737879136	0.01637943835227597
LV 272	0.0016043209853570592	-9.997004833268942e-4	-0.0026040214686839534	2.9349543020090057e-18	0.2791739323795631	0.7566119936449687	0.7635746807030511
LV 273	-0.01907112534645498	-0.028306577916924855	-0.009235452570469874	-9.465655598520815e-18	18.6330314465758	2.4457074164227376e-8	5.3287267549872887e-8
LV 274	0.00804599317132256	-0.030011073852275028	-0.03805706702359759	3.887910948351528e-19	46.364748719240666	3.4282005718888586e-18	1.944617220950749e-17
LV 275	-0.014369185869379922	-0.03984899760953063	-0.025479811740150706	-4.649895843610639e-18	26.78316622405385	2.131852627496726e-11	6.262317093271633e-11
LV 276	0.002358015628642944	-0.028599908147366158	-0.030957923776009103	4.7727720898256626e-18	30.898022602129334	6.900051506406214e-13	2.3243518214412745e-12
LV 277	-0.02155387820422525	-0.01496013148351612	0.0065937467207091306	2.7255320929025954e-18	14.057666171216514	1.4918747611682172e-6	2.6435913631472716e-6
LV 278	-0.009321390782605073	0.012249330467737041	0.021570721250342116	-5.118195097761395e-18	16.097496340770526	2.3523598931762742e-7	4.482199255916955e-7
LV 279	0.009221750173447894	-0.038422563850768504	-0.0476443140242164	-3.20695589966765e-19	74.14777501606112	1.0131707491312548e-26	1.4705875432243361e-25
LV 280	0.0012146653839795237	-0.026519138625197572	-0.027733804009177097	-7.897937299288266e-18	22.201029640011747	1.0728889153109699e-9	2.6673585879393635e-9
LV 281	0.026981940620534026	0.007183704277140256	-0.01979823634339377	-1.5753267355306925e-18	24.60042523857531	1.3604193412326968e-10	3.678722985744306e-10
LV 282	-0.012153971756307107	0.020371271216293608	0.03252524297260072	6.2275051100307744e-18	25.24931543923466	7.821785272482118e-11	2.1564530904859916e-10
LV 283	0.02048173979794902	2.9833522782904236e-4	-0.020183404570119978	-9.731190025326036e-18	18.75862150124251	2.1883032371073456e-8	4.789036130875721e-8
LV 284	-0.015304341315707445	-0.06662192702793339	-0.051317585712225944	7.776772951240324e-19	92.55963612257642	8.533140406558326e-32	1.9586533909937367e-30
285,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.0025058411836760466	-0.05566910718400857	-0.05817494836768461	6.389374592273786e-18	97.46432909881591	4.423251332729079e-33	1.3229542622435155e-31
LV 286	-0.009921911447059534	-0.00975282741091071	1.6908403614882407e-4	-8.215209092920866e-19	4.358712912104654	0.01364618942992637	0.016669293276407586
LV 287	0.010240642681750125	-0.00364007518700199	-0.013880717868752114	7.430779310582231e-18	8.788294868071397	1.971548567128989e-4	2.8449099937957777e-4
288,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.015940715672129346	0.04670138835146499	0.030760672679335643	-2.8170235393877755e-18	27.512989818063886	1.153215582140779e-11	3.4808066653607e-11
LV 289	-0.006338507561117975	0.05733088963021692	0.0636693971913349	-1.2406316227753428e-17	150.33164098031162	1.7453027139477946e-45	1.914015309629415e-43
LV 290	-0.025896388804108376	-0.033984327168558204	-0.008087938364449822	-8.52525287207023e-19	27.567322032054562	1.101768130696505e-11	3.335721303673161e-11
LV 291	-0.012976729209871148	0.002642267994144732	0.01561899720401588	-9.273542581992681e-18	10.675834917509414	3.363215628276642e-5	5.202968377913864e-5
LV 292	0.011678659884360947	0.016041458589312566	0.004362798704951621	2.99544137057925e-18	3.1986380251234503	0.042266325115404964	0.049136469833810016
LV 293	-0.022841085440504172	0.02132117308341612	0.04416225852392029	1.1230051976060383e-18	52.957433875845	2.5338222638898865e-20	1.894608010954029e-19
LV 294	-0.034501934141131306	-0.03768016915388444	-0.003178235012753135	-6.222940048251888e-18	36.27352553678541	8.795928820076873e-15	3.663114660513027e-14
LV 295	-0.024990098919449664	6.587500044111794e-4	0.025648848923860844	-1.0055309411626966e-17	31.997691860493937	2.7964040970144533e-13	9.822244995563222e-13
296,REACTOME_TELOMERE_MAINTENANCE	0.013279219954493115	-0.06888201084113031	-0.08216123079562343	1.186916062510447e-19	192.22331645704554	7.986894956779304e-54	2.627688440780391e-51
LV 297	0.01645452037117406	0.0038758379083971527	-0.012578682462776908	-9.263271192990187e-18	8.731823702920044	2.0793680355242922e-4	2.9961113154196734e-4
LV 298	-0.03335793862797644	-0.030964379219220062	0.0023935594087563803	-1.2305504446803021e-17	16.632658921652567	1.4545224388195014e-7	2.8597881416630434e-7
LV 299	-0.011215391611968478	-0.05749526167123638	-0.046279870059267904	8.786222237096566e-18	63.61263698036956	1.2739573111248079e-23	1.2830570062042708e-22
300,REACTOME_REGULATION_OF_APOPTOSIS	-0.008014934504784882	0.0023871979750522566	0.010402132479837138	-5.2157732932850906e-18	4.538448616736515	0.011462609648104801	0.014071636470994327
LV 301	-0.010541871582083933	-0.015624254733895896	-0.005082383151811963	-4.88632800157546e-18	2.961136569988713	0.053332068629809014	0.061136761600024965
LV 302	-0.028618285668250906	-0.00975244034595657	0.018865845322294336	7.096768957093714e-18	27.732056383224283	9.594749116088756e-12	2.922844869623334e-11
LV 303	-0.022152403257661435	0.014877951809138543	0.037030355066799976	2.3365507871599887e-18	39.395692620370504	7.40588372452717e-16	3.464268832278823e-15
LV 304	0.003370967345790063	0.03265593709054704	0.029284969744756976	-7.719329257189338e-18	16.83955864217748	1.2083374420194844e-7	2.394837460388014e-7
LV 305	-0.01218954553414288	0.020560516488616246	0.032750062022759124	2.079537809008688e-17	42.58705283885453	6.162302788258417e-17	3.1031596183729883e-16
LV 306	-0.02787073438394817	0.0061968838650244586	0.03406761824897263	-1.3586765119410452e-17	20.341399645291638	5.427460163793788e-9	1.2694083368873148e-8
LV 307	-0.0022868967427910093	-0.005621505632162443	-0.0033346088893714343	1.5335183780723918e-17	0.4581232384549067	0.6329278348753034	0.6466871356334621
LV 308	-0.02148805290256465	0.014722740126150581	0.03621079302871523	1.2684214363543134e-17	25.567046296262678	5.969587926614836e-11	1.664402057505323e-10
LV 309	0.019815713786760825	-0.014267553504161486	-0.034083267290922314	1.1829977178169029e-17	47.23503294059664	1.7763975479675187e-18	1.0822866542246549e-17
310,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	-0.0276776134295644	-0.04337613890552304	-0.01569852547595864	-4.610712396675198e-18	25.633351343070036	5.642617777666726e-11	1.5821772007264372e-10
LV 311	-0.007273501640454419	-0.02180111954888832	-0.014527617908433902	6.984924943511e-18	10.928745274114153	2.6579936014022117e-5	4.131401078085012e-5
LV 312	0.021276197905296473	-0.004956347138873616	-0.02623254504417009	2.508501447498041e-18	37.9479863265913	2.320686050110954e-15	1.0317644736304105e-14
LV 313	-0.013155756098743742	-0.05560446255282926	-0.04244870645408552	4.306374944749442e-19	60.863607695108485	8.70457267997393e-23	8.105106825598367e-22
LV 314	-0.00291024962534152	-0.04146328659109737	-0.03855303696575585	-2.57773821781115e-18	36.99256635808564	4.956095679677096e-15	2.1360988802800408e-14
LV 315	-0.010461914335551482	0.04052903070329641	0.050990945038847886	1.0219271213851966e-17	32.16845421904144	2.4316897539103043e-13	8.602429344478388e-13
LV 316	-0.004393345367317686	-0.039328489089526415	-0.034935143722208725	2.2959597795093913e-17	31.917731361221804	2.985653429091028e-13	1.0449787001818597e-12
LV 317	0.009922769759871622	-6.372717817442822e-4	-0.010560041541615904	3.01237014134262e-18	3.784070065452188	0.023863814513463456	0.028446358604816945
LV 318	0.010504407772972426	0.042321078782354436	0.031816671009382014	-1.8379699565426198e-17	32.958128793883	1.2764542384250354e-13	4.683495662920111e-13
LV 319	0.0021673576233228325	0.008669610439601674	0.0065022528162788406	1.3655621467908656e-17	1.1449451066487955	0.3196799613466961	0.33818233853074925
LV 320	-0.013207844474975854	-0.007752652528420211	0.005455191946555643	3.4173291633113285e-18	3.6358648183921	0.027573640603097364	0.032437643951438735
LV 321	0.0013093753488442462	-0.014548753411636516	-0.01585812876048076	7.438007325065468e-18	6.486261880570185	0.0017555725075105609	0.0023258390133059376
LV 322	0.007130313165878779	0.06306773886535418	0.05593742569947539	-4.378655089581809e-18	87.80338943100026	1.5966924714354015e-30	3.21619483531988e-29
LV 323	-0.010528025915409744	0.019446119964205956	0.0299741458796157	-5.953601403297594e-19	27.949244440515663	7.997272381002613e-12	2.4666587000154936e-11
LV 324	-0.021978725820388824	-0.03111215498962967	-0.009133429169240845	6.653577542726833e-18	19.205277988190154	1.4744884865558658e-8	3.285147034380676e-8
LV 325	-0.011792324439087065	-0.035192263114357386	-0.023399938675270317	9.32109530885608e-18	25.66867782708042	5.4758376757333985e-11	1.5486108269194453e-10
LV 326	-0.005314956209866996	-0.045733199374600464	-0.04041824316473347	5.188953555334133e-19	42.53880463279841	6.396330124286478e-17	3.204658798310028e-16
LV 327	-0.01790529242362702	-0.026741926042832462	-0.008836633619205444	1.9188476343918892e-18	14.305248797166863	1.1907325250328679e-6	2.1213953108437556e-6
LV 328	-0.008396845133034191	-0.01653876155587385	-0.008141916422839658	2.307638729227042e-18	5.267264329296049	0.005664282615252865	0.007121843237266978
LV 329	0.008304237852562384	0.005123240360874911	-0.0031809974916874734	3.4466216430591826e-19	1.8460659438145175	0.1597127726369451	0.174183985185265
LV 330	-0.015552696509984493	0.004159414865297358	0.01971211137528185	7.806255641895632e-19	13.789301551161552	1.905647183189218e-6	3.3707415229529716e-6
LV 331	0.011537189929387556	0.0035002789141018453	-0.008036911015285711	2.4003094833384345e-17	5.336644743803236	0.005297602650028372	0.006686360377976985
LV 332	0.01769527838913878	0.04276798830590102	0.025072709916762238	2.9239220693766974e-18	29.688824397713546	1.875088303739519e-12	6.087868933522714e-12
LV 333	0.03865107880740013	-0.00262595830717385	-0.041277037114573985	1.2803476602516539e-17	66.17289561472255	2.1763323347614727e-24	2.440954561829061e-23
LV 334	-8.866554462888167e-4	-0.02512957935251198	-0.024242923906223166	4.0621441395790235e-18	7.887640221541078	4.6198495939786955e-4	6.424898882166632e-4
LV 335	-0.030542318666479933	0.007456526885383594	0.03799884555186353	-6.818109977674194e-18	51.45221225678805	7.656870332849445e-20	5.436928790303886e-19
LV 336	0.025259050766185304	-0.0022507492443601673	-0.02750980001054547	2.5170989805149435e-17	27.259753681312628	1.4268332948606648e-11	4.254635836941016e-11
LV 337	0.0331639419433687	0.02544930630538087	-0.007714635637987824	1.7487990831283734e-18	34.34727601957734	4.136427287683006e-14	1.6136971276455048e-13
LV 338	0.024156066914487392	0.011961701467938577	-0.012194365446548817	-1.803199402660102e-18	13.382457665048284	2.7641015199975414e-6	4.820085159430342e-6
LV 339	-0.014323328453290558	-0.0016787718125533275	0.012644556640737228	-3.412383679717535e-18	8.02933194463132	4.039269268735236e-4	5.663009613979656e-4
LV 340	-0.012640487981614214	-0.020368053052160537	-0.0077275650705463245	-3.036907348404134e-18	8.183490551031364	3.4906593922537696e-4	4.943014089174276e-4
LV 341	-0.008525986566736829	0.018077854762950037	0.026603841329686864	-3.048700424666257e-18	15.654119983339815	3.5075666637759435e-7	6.569199804832744e-7
LV 342	-0.006362974108697201	0.02155236598729464	0.02791534009599184	-1.508144243018082e-17	27.192141838443124	1.5103688799625447e-11	4.4901629051898544e-11
LV 343	-0.025813435055788484	-0.005589347117532294	0.02022408793825619	1.145621274502271e-17	19.211848981007734	1.4659607809444964e-8	3.273536856995968e-8
LV 344	-0.02508257228545316	-0.02298493565860999	0.002097636626843167	-2.3879077321724602e-17	14.731889301255716	8.08047218142077e-7	1.4607007404876006e-6
LV 345	0.010450554116518067	-0.03183888468251563	-0.0422894387990337	1.3993055617731336e-17	44.92823648556274	1.0214609075547042e-17	5.509190796483569e-17
LV 346	0.011666585430443554	0.05237115751705779	0.04070457208661423	5.097652319756407e-20	36.50285151778472	7.323431402345277e-15	3.088058290931368e-14
LV 347	-0.003186559030935259	0.01613826770588565	0.01932482673682091	-4.0539650705585184e-18	8.23794872168514	3.315337068244054e-4	4.70149092867368e-4
LV 348	-0.01845926827985216	-0.013299370740428609	0.005159897539423549	-8.359388960770692e-18	8.836172143836157	1.884557106008003e-4	2.732929890080823e-4
LV 349	-0.00885991884944166	-0.0536137736501155	-0.04475385480067384	-7.591317316473067e-18	53.17327280085196	2.1637547593120915e-20	1.642789190339257e-19
LV 350	-0.001401763808216428	1.7479829133750294e-4	0.0015765620995539307	-5.147487577509249e-18	0.08637265699260872	0.9172760054699987	0.9200725786574071
